Stock,Entry_Date,Entry_Price,Exit_Date,Exit_Price,Result,Profit_%,ER_21,CumRet_21,WMA_Ratio_21
BOROLTD,2023-05-04,352.214599609375,2023-05-23,316.4309997558594,Loss,-10.16,0.7187814934693278,0.3435749572411969,1.0534458615577793
KOTAKBANK,2023-05-04,389.5199890136719,2023-05-23,384.2999877929688,Loss,-1.34,0.6973990763461172,0.13163475402632824,1.0284337362729565
BOROLTD,2023-05-05,347.4742126464844,2023-05-24,311.39697265625,Loss,-10.38,0.6200998495541965,0.2659330740843194,1.0325176845981183
GNFC,2023-05-05,597.4500122070312,2023-05-24,596.5999755859375,Loss,-0.14,0.5336167966330431,0.17296555423150617,1.0556089786559375
KOTAKBANK,2023-05-05,385.739990234375,2023-05-24,382.0700073242188,Loss,-0.95,0.5899986485654098,0.11302184863767639,1.0151159971324604
M&MFIN,2023-05-05,286.3999938964844,2023-05-24,283.6000061035156,Loss,-0.98,0.6600363120629996,0.2363479449279229,1.0860469910968273
KOTAKBANK,2023-05-08,391.7699890136719,2023-05-25,385.989990234375,Loss,-1.48,0.6103079153965553,0.12209993863968911,1.0265974665250341
KOTAKBANK,2023-05-09,390.8599853515625,2023-05-26,389.010009765625,Loss,-0.47,0.5822785476925229,0.11553165107777444,1.02058480348346
M&MFIN,2023-05-09,288.70001220703125,2023-05-26,280.04998779296875,Loss,-3.0,0.557191800824839,0.20542802591662318,1.0715511898237187
KOTAKBANK,2023-05-10,391.739990234375,2023-05-29,390.6400146484375,Loss,-0.28,0.5813149230438215,0.1147344353366829,1.0195246656327623
ASHOKLEY,2023-05-15,76.67500305175781,2023-06-01,73.57499694824219,Loss,-4.04,0.5055822334190292,0.11527277166193182,1.0531779689741407
GNFC,2023-05-16,648.0999755859375,2023-06-02,585.3499755859375,Loss,-9.68,0.5273477285654088,0.18721367759887997,1.0810187152923048
GNFC,2023-05-17,654.75,2023-06-05,582.9500122070312,Loss,-10.97,0.5515428108148158,0.20181720754519128,1.0800046161309065
ASHOKLEY,2023-05-19,77.3499984741211,2023-06-07,75.9749984741211,Loss,-1.78,0.5537462586122744,0.12345679285955143,1.0390217828297221
POONAWALLA,2023-05-26,346.1000061035156,2023-06-14,345.6499938964844,Loss,-0.13,0.5127518417051175,0.12406629738314984,1.0305103043438413
ZENSARTECH,2023-06-01,388.75,2023-06-20,384.7000122070313,Loss,-1.04,0.5069320354351559,0.3488896028246442,1.0836851557777458
DCBBANK,2023-06-05,120.0500030517578,2023-06-22,117.0500030517578,Loss,-2.5,0.5082565355140234,0.13041437383718155,1.0286507836492729
EIHOTEL,2023-06-05,216.1499938964844,2023-06-22,208.6499938964844,Loss,-3.47,0.5521580063466672,0.16554325938765246,1.0518347620736697
ZENSARTECH,2023-06-05,403.4500122070313,2023-06-22,400.8999938964844,Loss,-0.63,0.5034203345876959,0.32670175636134957,1.0937492643355329
ROUTE,2023-06-20,1642.1500244140625,2023-07-10,1553.1500244140625,Loss,-5.42,0.5019703645727019,0.16754356517174723,1.0766688568082707
FIVESTAR,2023-06-21,655.9000244140625,2023-07-11,654.9500122070312,Loss,-0.14,0.5915427764973887,0.24082492377533057,1.0908386285868736
WONDERLA,2023-06-21,569.5499877929688,2023-07-11,556.4000244140625,Loss,-2.31,0.6069747998957351,0.23842138584843015,1.0409904545214212
RAMRAT,2023-06-22,147.5,2023-07-12,146.4499969482422,Loss,-0.71,0.5383346093016789,0.49708193570803605,1.099590869410665
WONDERLA,2023-06-23,573.2999877929688,2023-07-13,570.0499877929688,Loss,-0.57,0.5322128851540615,0.19862011796897747,1.0357719339358982
FIVESTAR,2023-06-26,659.7000122070312,2023-07-14,639.2999877929688,Loss,-3.09,0.5049931928474146,0.21402278720611528,1.0685700711131905
RAMRAT,2023-06-26,151.3000030517578,2023-07-14,142.875,Loss,-5.57,0.5371042731891611,0.5198392608094073,1.0903254565375753
WONDERLA,2023-06-26,584.5499877929688,2023-07-14,569.4500122070312,Loss,-2.58,0.5310305772270464,0.1929591587611607,1.0484407864920833
