Stock,Entry_Date,Entry_Price,Exit_Date,Exit_Price,Result,Profit_%,ER_21,CumRet_21,WMA_Ratio_21
WONDERLA,2023-06-27,581.9000244140625,2023-07-17,566.4000244140625,Loss,-2.66,0.50816977141475,0.18718766022662642,1.0373770230767687
WONDERLA,2023-06-28,583.7000122070312,2023-07-18,558.5,Loss,-4.32,0.521787249843751,0.19341648931301383,1.0347599271688908
AMRUTANJAN,2023-07-10,729.2999877929688,2023-07-27,649.2999877929688,Loss,-10.97,0.508120518224706,0.2425248703048451,1.0686869730501336
AMRUTANJAN,2023-07-11,729.0999755859375,2023-07-28,652.2000122070312,Loss,-10.55,0.5022508154507193,0.23649613397446553,1.058224848375573
AMRUTANJAN,2023-07-12,732.4500122070312,2023-07-31,657.9000244140625,Loss,-10.18,0.5138418658639401,0.24439354839913882,1.0535170939564302
BHEL,2023-07-27,103.5,2023-08-16,99.8499984741211,Loss,-3.53,0.565730982474038,0.22703025337640287,1.0823296718059083
BHEL,2023-07-28,103.0999984741211,2023-08-17,99.9000015258789,Loss,-3.1,0.5380026729023786,0.21222803967895007,1.0683458462682642
BHEL,2023-07-31,104.0500030517578,2023-08-18,98.0,Loss,-5.81,0.5141063604004504,0.18710782932544212,1.0683867777665785
BHEL,2023-08-01,104.6999969482422,2023-08-21,100.9499969482422,Loss,-3.58,0.5141062441912593,0.1857303887846005,1.0655032924785972
PFC,2023-08-09,216.0399932861328,2023-08-29,216.0,Loss,-0.02,0.6070675741069484,0.1891237450216603,1.0658383807603309
POONAWALLA,2023-08-09,438.0,2023-08-29,410.6000061035156,Loss,-6.26,0.5503760316318137,0.20065793491356596,1.0900775452113323
ZENSARTECH,2023-08-10,514.0999755859375,2023-08-30,496.8999938964844,Loss,-3.35,0.5849896669535914,0.29692225908608166,1.059968262607592
PFC,2023-08-11,211.2400054931641,2023-08-31,208.16000366210932,Loss,-1.46,0.5324330809873996,0.17538395314026944,1.027261499124988
PFC,2023-08-14,211.2400054931641,2023-09-01,205.9199981689453,Loss,-2.52,0.5334694314443382,0.1756456706581153,1.021523080931276
OIL,2023-08-16,190.5666656494141,2023-09-04,185.3000030517578,Loss,-2.76,0.6087826722177033,0.11944386779548853,1.0420446790022935
PFC,2023-08-16,211.3600006103516,2023-09-04,211.3600006103516,Loss,0.0,0.5596714332996257,0.18263204547173767,1.0170403329847875
WONDERLA,2023-08-16,640.1500244140625,2023-09-04,612.1500244140625,Loss,-4.37,0.5258462446330452,0.13020832772084348,1.0280621176261542
OIL,2023-08-17,192.36666870117188,2023-09-05,187.0666656494141,Loss,-2.76,0.6459333916234028,0.13245682729895542,1.0454677411306104
PFC,2023-08-17,216.67999267578125,2023-09-05,209.67999267578125,Loss,-3.23,0.6313429833615781,0.22169594006606463,1.0358023838047532
WONDERLA,2023-08-17,638.8499755859375,2023-09-05,632.0,Loss,-1.07,0.6011963151520465,0.1438674585245076,1.0213329957143846
OIL,2023-08-18,192.2333374023437,2023-09-06,188.36666870117188,Loss,-2.01,0.6283190700324829,0.12461000151129821,1.0390205023181966
PFC,2023-08-18,214.8000030517578,2023-09-06,206.0,Loss,-4.1,0.5576167861055905,0.1859541124257364,1.0217812475704822
WONDERLA,2023-08-18,638.9500122070312,2023-09-06,628.9000244140625,Loss,-1.57,0.6258056745244013,0.14815815311236524,1.0174412373073893
OIL,2023-08-21,194.0,2023-09-07,187.86666870117188,Loss,-3.16,0.6437327313800907,0.13295695185898207,1.0424737310671177
WONDERLA,2023-08-21,640.3499755859375,2023-09-07,621.5999755859375,Loss,-2.93,0.6201840832935994,0.14378852105110643,1.0160120942918744
OIL,2023-08-22,194.1999969482422,2023-09-08,187.5666656494141,Loss,-3.42,0.6375842343050094,0.12885093340412512,1.0379628113924688
WONDERLA,2023-08-22,637.9000244140625,2023-09-08,626.3499755859375,Loss,-1.81,0.5898597185318133,0.13920887669917698,1.0094181081484106
OIL,2023-08-23,193.96665954589844,2023-09-11,187.5666656494141,Loss,-3.3,0.6208899746149061,0.12401000978926335,1.031838925662095
OIL,2023-08-24,192.933334350586,2023-09-12,181.63333129882807,Loss,-5.86,0.5428002434032213,0.10268627663874681,1.022546804283613
SHK,2023-08-29,163.8000030517578,2023-09-15,161.39999389648438,Loss,-1.47,0.5755779435531576,0.42125816096969904,1.0945318217663753
SHK,2023-08-30,162.5500030517578,2023-09-18,155.5,Loss,-4.34,0.5346293847927169,0.37115140335163077,1.0727717874197722
EIHOTEL,2023-08-31,248.8500061035156,2023-09-20,228.6000061035156,Loss,-8.14,0.5326978966143752,0.18641242480817924,1.0831971414994621
SHK,2023-08-31,162.89999389648438,2023-09-20,157.5500030517578,Loss,-3.28,0.5366000498472275,0.37410366683300544,1.0630725746422143
CAMLINFINE,2023-09-01,173.60000610351562,2023-09-21,161.75,Loss,-6.83,0.5077879191351267,0.10362366646868074,1.0920870820671882
JYOTHYLAB,2023-09-01,365.5499877929688,2023-09-21,351.0,Loss,-3.98,0.6117648290790721,0.20583867772661724,1.0894082397874816
MRPL,2023-09-01,96.3499984741211,2023-09-21,93.4499969482422,Loss,-3.01,0.5454544632116862,0.16717134963291108,1.0548569937514956
SHK,2023-09-01,163.85000610351562,2023-09-21,152.89999389648438,Loss,-6.68,0.5371601266396397,0.3722780905325413,1.058181448928486
ACI,2023-09-04,653.7999877929688,2023-09-22,585.75,Loss,-10.41,0.6595556814000807,0.2857423555417281,1.0759279983907375
CAMLINFINE,2023-09-04,173.75,2023-09-22,160.64999389648438,Loss,-7.54,0.5411393291349137,0.10916059221052668,1.0831475758567777
JYOTHYLAB,2023-09-04,362.3500061035156,2023-09-22,349.04998779296875,Loss,-3.67,0.5614874317826954,0.1941011419577712,1.0703313126864529
MRPL,2023-09-04,97.9000015258789,2023-09-22,94.4499969482422,Loss,-3.52,0.6168582151483537,0.19682148989571607,1.0622535621900524
ACI,2023-09-05,656.25,2023-09-25,588.2999877929688,Loss,-10.35,0.6522954273681065,0.27291245376487655,1.067563128008776
MRPL,2023-09-05,97.0500030517578,2023-09-25,93.0999984741211,Loss,-4.07,0.5500001173752996,0.17280970455296432,1.0453609973654636
ACI,2023-09-06,639.6500244140625,2023-09-26,584.2999877929688,Loss,-8.65,0.5305863166220444,0.2363971288287219,1.0322665889189344
MRPL,2023-09-06,95.6500015258789,2023-09-26,93.3000030517578,Loss,-2.46,0.5207548321418043,0.16860114000027776,1.0249046294280657
SHK,2023-09-06,170.8000030517578,2023-09-26,160.39999389648438,Loss,-6.09,0.5541235587969552,0.33646321575270555,1.0740764130163185
GNFC,2023-09-07,647.8499755859375,2023-09-27,607.4000244140625,Loss,-6.24,0.6501948520949576,0.1825317230196968,1.080249946743204
SARDAEN,2023-09-07,234.3500061035156,2023-09-27,224.6999969482422,Loss,-4.12,0.5460367851919199,0.30994977137403296,1.0656634570613233
SHK,2023-09-07,171.60000610351562,2023-09-27,159.3000030517578,Loss,-7.17,0.5626598013840811,0.3448276501219418,1.0680584608672974
GNFC,2023-09-08,643.0499877929688,2023-09-28,599.0999755859375,Loss,-6.83,0.5830317033606871,0.15990252430562055,1.062108247394991
SARDAEN,2023-09-08,239.5,2023-09-28,218.6000061035156,Loss,-8.73,0.5131999066748119,0.2545835917096413,1.07628198741563
ACI,2023-09-11,641.3499755859375,2023-09-29,588.8499755859375,Loss,-8.19,0.5083253557168096,0.2536160436561227,1.0186331895058764
FEDERALBNK,2023-09-11,148.89999389648438,2023-09-29,147.1999969482422,Loss,-1.14,0.5384613664830954,0.10953798273118914,1.0394179453640238
GNFC,2023-09-11,647.0999755859375,2023-09-29,612.0999755859375,Loss,-5.41,0.6592197917599459,0.1803009130614455,1.0588137467300747
GNFC,2023-09-13,653.2000122070312,2023-10-04,616.7000122070312,Loss,-5.59,0.6364620396682635,0.22047832083074412,1.0535627524693558
GNFC,2023-09-14,651.7999877929688,2023-10-05,612.5999755859375,Loss,-6.01,0.6116183962555637,0.204249400079388,1.0431541837312324
GNFC,2023-09-15,650.8499755859375,2023-10-06,616.7000122070312,Loss,-5.25,0.6007752750130959,0.20005532383915034,1.0345486066076752
OIL,2023-10-17,221.0666656494141,2023-11-06,207.5333404541016,Loss,-6.12,0.5252577251310605,0.19259124198748964,1.0863396283330835
RAMRAT,2023-11-24,142.97500610351562,2023-12-14,141.4250030517578,Loss,-1.08,0.5079710650193852,0.20071391784844583,1.0589145347210407
BOROLTD,2023-12-04,373.8190002441406,2023-12-21,341.1000061035156,Loss,-8.75,0.6430839218264973,0.15832578802563213,1.076274711209774
MRPL,2023-12-04,125.1999969482422,2023-12-21,124.25,Loss,-0.76,0.5365239585153003,0.20500476525073003,1.0591265918001274
SARDAEN,2023-12-04,252.1000061035156,2023-12-21,248.6000061035156,Loss,-1.39,0.5638598137728809,0.2508062628943578,1.0760117513813188
BOROLTD,2023-12-05,375.75,2023-12-22,342.3999938964844,Loss,-8.88,0.6106064675851808,0.13423209713775475,1.0727819256610294
SARDAEN,2023-12-05,254.3999938964844,2023-12-22,250.5,Loss,-1.53,0.5868495738238262,0.2666168093884439,1.0745403775633826
SARDAEN,2023-12-06,258.3500061035156,2023-12-26,245.1499938964844,Loss,-5.11,0.5310949210983591,0.19800609049647339,1.0794226755671266
CONCOR,2023-12-07,842.3499755859375,2023-12-27,837.6500244140625,Loss,-0.56,0.7289966422415932,0.14644433560522285,1.0847443104282088
SARDAEN,2023-12-07,257.3500061035156,2023-12-27,250.5,Loss,-2.66,0.6208035549076562,0.22431022759188357,1.0649537981873625
PFC,2023-12-15,412.2999877929688,2024-01-04,405.75,Loss,-1.59,0.689911742859003,0.32828606926605536,1.0940711113585737
PFC,2023-12-18,411.7999877929688,2024-01-05,404.0,Loss,-1.89,0.6853475685470799,0.32710281660636276,1.0785286721234533
PFC,2023-12-19,408.75,2024-01-08,405.75,Loss,-0.73,0.6370522880405153,0.2924901185770751,1.0587543741200813
KOTAKBANK,2023-12-28,384.2699890136719,2024-01-16,369.6000061035156,Loss,-3.82,0.6026243897379975,0.10279803573477339,1.035542576795842
DCBBANK,2024-01-09,155.8000030517578,2024-01-30,136.0,Loss,-12.71,0.5504372391293783,0.2860090886460064,1.094264139144938
POONAWALLA,2024-01-11,491.3999938964844,2024-02-01,476.1000061035156,Loss,-3.11,0.6128508932505139,0.18110805988296433,1.0856843267095764
POONAWALLA,2024-01-12,496.25,2024-02-02,467.7000122070313,Loss,-5.75,0.6101557321570864,0.17664493183165383,1.0853849966858777
POONAWALLA,2024-01-15,496.25,2024-02-05,480.1000061035156,Loss,-3.25,0.5633028540103054,0.14119809827453048,1.0753403110415523
POONAWALLA,2024-01-19,503.6499938964844,2024-02-09,480.8500061035156,Loss,-4.53,0.5003920611213244,0.1450494189102134,1.0605356735472817
RAMRAT,2024-01-19,154.6999969482422,2024-02-09,150.52499389648438,Loss,-2.7,0.5088756034105648,0.12509088689630682,1.0106864254105874
KNRCON,2024-02-06,286.95001220703125,2024-02-23,265.6000061035156,Loss,-7.44,0.5116495753138218,0.1057803938613921,1.0609033390878029
CONCOR,2024-02-22,1013.7000122070312,2024-03-13,862.4500122070312,Loss,-14.92,0.533560188536655,0.2282806581857405,1.059544336622361
VSTIND,2024-04-24,363.595458984375,2024-05-14,359.1454467773437,Loss,-1.22,0.5893344960865149,0.11766106386607313,1.0598270305785769
VSTIND,2024-04-25,366.1363525390625,2024-05-15,356.6499938964844,Loss,-2.59,0.6007075693658281,0.12308631571931576,1.058994092401677
VSTIND,2024-04-26,374.5636291503906,2024-05-16,355.9272766113281,Loss,-4.98,0.6410349715029215,0.1456933891488973,1.0732441039550935
VSTIND,2024-04-29,368.6863708496094,2024-05-17,367.3818054199219,Loss,-0.35,0.5879010477354703,0.13953550669608686,1.048827431469548
VSTIND,2024-05-02,369.8500061035156,2024-05-22,368.1636352539063,Loss,-0.46,0.5669836138703104,0.13959390504955238,1.039234685206942
VSTIND,2024-06-11,396.39544677734375,2024-07-01,371.713623046875,Loss,-6.23,0.5000620238004511,0.16065528828720815,1.0623773615802012
VSTIND,2024-06-12,402.404541015625,2024-07-02,370.4909057617188,Loss,-7.93,0.5179741265685505,0.1716229653523352,1.0695505330093371
WIPRO,2024-07-02,269.1000061035156,2024-07-22,252.8999938964844,Loss,-6.02,0.6464123601113381,0.22820629213664703,1.0790781105807574
ZENSARTECH,2024-07-02,751.4000244140625,2024-07-22,748.5499877929688,Loss,-0.38,0.5127000142622139,0.23160146612433646,1.0313474541306158
WIPRO,2024-07-03,269.5,2024-07-23,250.2749938964844,Loss,-7.13,0.6343582220900328,0.21369059354249156,1.0703785437469941
AMRUTANJAN,2024-07-04,790.5999755859375,2024-07-24,767.3499755859375,Loss,-2.94,0.5601175378513241,0.18628548443981321,1.0373400784553286
HINDWAREAP,2024-07-04,470.3999938964844,2024-07-24,446.5499877929688,Loss,-5.07,0.6470289913163811,0.3692330391813561,1.0965687686662766
PANACEABIO,2024-07-04,143.1300048828125,2024-07-24,135.82000732421875,Loss,-5.11,0.5420985899865586,0.20226796483647091,1.0615249556231994
PARKHOTELS,2024-07-04,191.8699951171875,2024-07-24,187.9499969482422,Loss,-2.04,0.5791880211948018,0.26772373557724394,1.0518963686378917
UPL,2024-07-04,570.4500122070312,2024-07-24,537.0499877929688,Loss,-5.86,0.5884677280164918,0.15021675202399304,1.007943544532414
WIPRO,2024-07-04,265.3500061035156,2024-07-24,250.0500030517578,Loss,-5.77,0.6090821287474406,0.21122907588676673,1.0463413220064968
ACI,2024-07-05,747.0499877929688,2024-07-25,724.5999755859375,Loss,-3.01,0.5003652962535885,0.22437098730000646,1.0771107626760907
BHEL,2024-07-05,316.3999938964844,2024-07-25,311.54998779296875,Loss,-1.53,0.6035588043267067,0.23908355721056807,1.0492869762278496
HINDWAREAP,2024-07-05,468.5499877929688,2024-07-25,458.25,Loss,-2.2,0.6135702224734308,0.32808958051303805,1.0792777711492427
PARKHOTELS,2024-07-05,195.13999938964844,2024-07-25,188.0399932861328,Loss,-3.64,0.5226978168901029,0.1979128710934829,1.061359275808082
PFC,2024-07-05,534.25,2024-07-25,525.0499877929688,Loss,-1.72,0.5426792689393929,0.19478923692813324,1.0644509400040323
WIPRO,2024-07-05,267.54998779296875,2024-07-25,253.4250030517578,Loss,-5.28,0.5846154634128219,0.18516052178502215,1.0475089230502304
BHEL,2024-07-08,328.3500061035156,2024-07-26,317.29998779296875,Loss,-3.37,0.5569058221112424,0.18132754697972062,1.0790661110471327
PARKHOTELS,2024-07-08,198.5200042724609,2024-07-26,189.8000030517578,Loss,-4.39,0.5290353888635031,0.19987916551345739,1.0702986054365426
PFC,2024-07-08,549.75,2024-07-26,538.9500122070312,Loss,-1.96,0.5134240950732457,0.16398478553630866,1.0848428806737267
WIPRO,2024-07-08,270.6000061035156,2024-07-26,262.3999938964844,Loss,-3.03,0.5744987552498542,0.17396965771590292,1.0515707982857443
WONDERLA,2024-07-08,941.2000122070312,2024-07-26,930.9000244140624,Loss,-1.09,0.6623847276512987,0.10605793372741934,1.0296373991823846
BHEL,2024-07-09,329.5,2024-07-29,323.04998779296875,Loss,-1.96,0.5231864547008299,0.15411558669001751,1.07353438526265
PARKHOTELS,2024-07-09,200.1000061035156,2024-07-29,191.72000122070312,Loss,-4.19,0.5009323665037155,0.17326298752859048,1.0694598170963578
BHEL,2024-07-10,327.95001220703125,2024-07-30,317.3999938964844,Loss,-3.22,0.5141841745864437,0.15292669408760437,1.0605104851222646
MONQ50,2024-07-10,73.01000213623047,2024-07-30,63.25,Loss,-13.37,0.9070239238070017,0.1366962217097421,1.0847651558885403
PFC,2024-07-10,560.7999877929688,2024-07-30,554.7000122070312,Loss,-1.09,0.5053909602962915,0.15438452425808286,1.0856763069766062
WIPRO,2024-07-10,267.7749938964844,2024-07-30,260.75,Loss,-2.62,0.536476643197459,0.12688056347810364,1.0282359003504389
MONQ50,2024-07-11,74.66000366210938,2024-07-31,63.93999862670898,Loss,-14.36,0.9182553717542187,0.15662277509491535,1.0971554375412045
PFC,2024-07-11,570.5999755859375,2024-07-31,556.7999877929688,Loss,-2.42,0.5341161694620298,0.17298789447474056,1.0923813821097457
WIPRO,2024-07-11,267.04998779296875,2024-07-31,261.0,Loss,-2.27,0.513489276605485,0.12194095007143299,1.0208856687973797
MONQ50,2024-07-12,75.2699966430664,2024-08-01,63.27999877929688,Loss,-15.93,0.9199280502290853,0.1592483642275047,1.0939738706633257
WIPRO,2024-07-12,280.07501220703125,2024-08-01,260.7749938964844,Loss,-6.89,0.602169803886336,0.17456496452723447,1.061654883290737
MONQ50,2024-07-15,75.73999786376953,2024-08-02,61.290000915527344,Loss,-19.08,0.9201411877480229,0.15863537833076977,1.088880721348357
WIPRO,2024-07-15,279.8500061035156,2024-08-02,251.0749969482422,Loss,-10.28,0.5796988949661399,0.1597596459353919,1.0527307279686124
FEDERALBNK,2024-07-16,195.3500061035156,2024-08-05,192.8500061035156,Loss,-1.28,0.5675971316290587,0.12012622098752,1.0493263854264323
MONQ50,2024-07-16,76.6500015258789,2024-08-05,60.06999969482422,Loss,-21.63,0.9340475902947599,0.17345379491715532,1.0895683455611846
WIPRO,2024-07-16,279.8500061035156,2024-08-05,242.5,Loss,-13.35,0.6426892673161484,0.1721466224231021,1.045432718855641
FEDERALBNK,2024-07-18,196.6000061035156,2024-08-06,191.3699951171875,Loss,-2.66,0.5740594893212937,0.12285116349031566,1.0488171548658238
MONQ50,2024-07-18,76.87999725341797,2024-08-06,61.540000915527344,Loss,-19.95,0.9334993239455199,0.17105857527074472,1.0811096030988971
WIPRO,2024-07-18,286.6000061035156,2024-08-06,244.75,Loss,-14.6,0.6402987430032395,0.1653959644078861,1.0615614982928587
MONQ50,2024-07-19,78.0199966430664,2024-08-07,62.79999923706055,Loss,-19.51,0.9391169643137086,0.18788057674412337,1.084661034359886
FEDERALBNK,2024-07-23,197.9600067138672,2024-08-09,197.5599975585937,Loss,-0.2,0.5121833328594608,0.12145933561339216,1.0411667288310105
FEDERALBNK,2024-07-25,204.6699981689453,2024-08-13,202.1999969482422,Loss,-1.21,0.6006704532848627,0.16289771686900745,1.0599066719302135
ITC,2024-07-26,483.5760498046875,2024-08-14,473.9468688964844,Loss,-1.99,0.6909497351787705,0.18457372354489246,1.0700096871425921
JYOTHYLAB,2024-07-26,548.4500122070312,2024-08-14,540.9000244140625,Loss,-1.38,0.5891238002188927,0.3005691162697257,1.090880347106266
UPL,2024-09-04,607.8499755859375,2024-09-23,592.7999877929688,Loss,-2.48,0.5476761057863825,0.15057730386346888,1.0471652820947408
PFC,2024-09-05,558.25,2024-09-24,489.9500122070313,Loss,-12.23,0.5269089536858295,0.17761842500838487,1.0452840263803993
UPL,2024-09-05,618.7000122070312,2024-09-24,603.75,Loss,-2.42,0.564467811005985,0.1595914653963087,1.057773981894031
ROUTE,2024-09-13,1695.5,2024-10-03,1571.6500244140625,Loss,-7.3,0.5919672685936429,0.10893100110992612,1.054356379106059
SARDAEN,2024-10-08,480.0499877929688,2024-10-25,462.3999938964844,Loss,-3.68,0.5132230001121085,0.3490234075008665,1.0786464873583028
RAMRAT,2024-10-10,365.625,2024-10-29,280.0249938964844,Loss,-23.41,0.5003277887188917,0.18555449817136965,1.097679366797214
SARDAEN,2024-10-10,498.25,2024-10-29,476.9500122070313,Loss,-4.27,0.5321589129391407,0.3526537036624324,1.0885251330228767
RAMRAT,2024-10-11,365.7749938964844,2024-10-30,289.75,Loss,-20.78,0.5256267715021254,0.19319852703277143,1.0865833274715972
SARDAEN,2024-10-11,499.5,2024-10-30,437.3999938964844,Loss,-12.43,0.5370483006213652,0.35752135732761053,1.0779976194538885
RAMRAT,2024-10-14,371.25,2024-10-31,298.5,Loss,-19.6,0.5431622888287927,0.20653228882620295,1.0905985043708797
SARDAEN,2024-10-14,512.2000122070312,2024-10-31,454.2000122070313,Loss,-11.32,0.5441205607970813,0.35916148046004487,1.0907763547315354
SARDAEN,2024-10-15,511.6499938964844,2024-11-01,455.4500122070313,Loss,-10.98,0.5298705067558427,0.33729740129186825,1.0768119414814774
GANDHAR,2024-10-18,244.5599975585937,2024-11-06,222.17999267578125,Loss,-9.15,0.5052485801846105,0.17588230879173458,1.0732642989912964
AGIIL,2024-12-10,179.6999969482422,2024-12-30,178.84500122070312,Loss,-0.48,0.8091416180667732,0.28146618001323814,1.0804033058530673
AGIIL,2024-12-11,179.8350067138672,2024-12-31,178.02000427246094,Loss,-1.01,0.7943207686652218,0.24989575070100495,1.069758434872713
EIHOTEL,2024-12-11,426.7999877929688,2024-12-31,419.8500061035156,Loss,-1.63,0.5256608741792761,0.18819591672779543,1.095595734425518
AGIIL,2024-12-12,184.0850067138672,2025-01-01,178.05499267578125,Loss,-3.28,0.8610234037327472,0.2911450861239999,1.0820888727514315
AGIIL,2024-12-13,186.96499633789065,2025-01-02,178.58999633789062,Loss,-4.48,0.86577053185434,0.3006260614809785,1.0856540508265
EIHOTEL,2024-12-13,429.8500061035156,2025-01-02,429.25,Loss,-0.14,0.5759658685029947,0.1849758955300224,1.079928236775395
PANACEABIO,2024-12-13,467.2000122070313,2025-01-02,428.5,Loss,-8.28,0.5519697904161516,0.39254847155598005,1.0492073810791251
AGIIL,2024-12-16,183.7350006103516,2025-01-03,178.86000061035156,Loss,-2.65,0.7514861849845397,0.2764693448240333,1.0569958318193995
PANACEABIO,2024-12-16,484.8999938964844,2025-01-03,443.2000122070313,Loss,-8.6,0.5742731110488576,0.42324618879622444,1.0764128542098061
VSTIND,2024-12-16,360.2999877929688,2025-01-03,340.5,Loss,-5.5,0.5580997553003136,0.1564756922166706,1.0649294845823543
ZENSARTECH,2024-12-16,811.3499755859375,2025-01-03,794.0999755859375,Loss,-2.13,0.6236587377493122,0.16239251516609957,1.0415634654112174
AGIIL,2024-12-17,180.7400054931641,2025-01-06,177.0500030517578,Loss,-2.04,0.6543003456120602,0.2508392096666142,1.0328212317081003
EIHOTEL,2024-12-17,424.5,2025-01-06,409.3999938964844,Loss,-3.56,0.6019810453031375,0.1869146015499841,1.0482926982555378
ZENSARTECH,2024-12-17,799.5999755859375,2025-01-06,771.7000122070312,Loss,-3.49,0.5055150041084202,0.13313958466859896,1.0218182510994032
AGIIL,2024-12-18,179.96499633789062,2025-01-07,176.27000427246094,Loss,-2.05,0.5806736484329039,0.18945798220722362,1.0228892999174606
EIHOTEL,2024-12-18,422.4500122070313,2025-01-07,422.3500061035156,Loss,-0.02,0.5799290832232742,0.18283639766622356,1.035944298457195
WIPRO,2024-12-18,312.6000061035156,2025-01-07,294.04998779296875,Loss,-5.93,0.5550447568027203,0.1308673958869468,1.0330240280882865
AGIIL,2024-12-19,184.4900054931641,2025-01-08,172.56500244140625,Loss,-6.46,0.5387692557715887,0.15083281331678944,1.041335867138533
EIHOTEL,2024-12-19,427.2000122070313,2025-01-08,421.0,Loss,-1.45,0.5945135853590965,0.19379629710961843,1.0399489803240887
WIPRO,2024-12-19,312.75,2025-01-08,297.54998779296875,Loss,-4.86,0.5226342699434458,0.11298932384341637,1.0287363720339633
AGIIL,2024-12-23,182.59500122070312,2025-01-10,171.28500366210938,Loss,-6.19,0.5147150577371626,0.14346998160364396,1.0198525718383171
FIVESTAR,2024-12-24,768.0499877929688,2025-01-13,651.5999755859375,Loss,-15.16,0.512942060571208,0.1831625339400211,1.0951201995576234
FIVESTAR,2024-12-30,801.0999755859375,2025-01-16,674.4500122070312,Loss,-15.81,0.6062892058110587,0.22025891178360624,1.0947284192491364
FIVESTAR,2025-01-01,791.7000122070312,2025-01-20,662.75,Loss,-16.29,0.5745162324158292,0.23925810826071248,1.0605904630989231
FIVESTAR,2025-01-02,797.7000122070312,2025-01-21,649.4500122070312,Loss,-18.58,0.6199249038122651,0.26058790707185087,1.0575947773969339
FIVESTAR,2025-01-03,790.4500122070312,2025-01-22,673.25,Loss,-14.83,0.5859403940170723,0.2521980391398515,1.0391451053731469
UPL,2025-02-10,634.9500122070312,2025-02-28,632.9500122070312,Loss,-0.31,0.5559827051320145,0.18982475997109566,1.0586311573679288
UPL,2025-02-25,647.5,2025-03-18,626.1500244140625,Loss,-3.3,0.5094779459279714,0.20207921777102542,1.0192240175136473
ACI,2025-03-19,562.4000244140625,2025-04-08,558.5999755859375,Loss,-0.68,0.5380712528999751,0.32454078268890046,1.0554642605950182
POONAWALLA,2025-04-15,382.25,2025-05-06,369.5499877929688,Loss,-3.32,0.5645439932094433,0.34666194039326337,1.092819369981822
POONAWALLA,2025-04-16,383.7999877929688,2025-05-07,383.25,Loss,-0.14,0.5773520926757267,0.3569028796573833,1.0838308600127229
POONAWALLA,2025-04-17,384.6499938964844,2025-05-08,371.2000122070313,Loss,-3.5,0.5929966518248185,0.36715829234765374,1.074184795607283
POONAWALLA,2025-04-21,396.6499938964844,2025-05-09,372.0,Loss,-6.21,0.6014616190341896,0.36941136632041444,1.0936022175070108
JAMNAAUTO,2025-05-19,90.19000244140624,2025-06-05,88.43000030517578,Loss,-1.95,0.5408904456552625,0.17389041119287643,1.0692797919049433
JAMNAAUTO,2025-05-28,93.06999969482422,2025-06-16,88.51000213623047,Loss,-4.9,0.5070556422064925,0.12119018551624604,1.0521757326548709
JAMNAAUTO,2025-05-29,92.4499969482422,2025-06-17,87.44000244140625,Loss,-5.42,0.5239544010116536,0.12510647448428486,1.0384215585345724
HEXT,2025-05-30,857.5,2025-06-18,839.75,Loss,-2.07,0.5332432465836385,0.22587562544674766,1.0887416652387443
JAMNAAUTO,2025-05-30,92.29000091552734,2025-06-18,91.9000015258789,Loss,-0.42,0.6883109721844091,0.1521848024172513,1.0306567328270206
GANDHAR,2025-06-02,178.44000244140625,2025-06-19,169.55999755859375,Loss,-4.98,0.668105524315983,0.22261052533413822,1.0843843730640963
BOROLTD,2025-06-03,371.25,2025-06-20,337.29998779296875,Loss,-9.14,0.5190987364352253,0.16653574234092694,1.047345575529565
GANDHAR,2025-06-03,182.82000732421875,2025-06-20,170.35000610351562,Loss,-6.82,0.7136313928655276,0.2574455470919775,1.096261710619632
RAMRAT,2025-06-03,337.7250061035156,2025-06-20,335.45001220703125,Loss,-0.67,0.5418329696497562,0.2844918580711149,1.0572363786062333
BOROLTD,2025-06-04,370.3999938964844,2025-06-23,347.04998779296875,Loss,-6.3,0.5834606326529531,0.18244211938223265,1.038441012048848
FEDERALBNK,2025-06-04,210.97000122070312,2025-06-23,206.9499969482422,Loss,-1.91,0.5088098700183106,0.12643498736418401,1.0400968489170621
GANDHAR,2025-06-04,179.97999572753906,2025-06-23,166.80999755859375,Loss,-7.32,0.7051783417530129,0.2602758826719731,1.0677560852977668
RAMRAT,2025-06-04,336.82501220703125,2025-06-23,331.92498779296875,Loss,-1.45,0.557059631413605,0.2921263181358304,1.044783628165437
SHK,2025-06-04,241.97000122070312,2025-06-23,236.13999938964844,Loss,-2.41,0.5098238962677506,0.2592766531705325,1.036462414875178
BOROLTD,2025-06-05,369.2999877929688,2025-06-24,346.8999938964844,Loss,-6.07,0.5253858316306158,0.14796386005513862,1.0299470278202951
GANDHAR,2025-06-05,174.17999267578125,2025-06-24,171.97000122070312,Loss,-1.27,0.5398313509828274,0.22085929004865337,1.0266218291052704
SHK,2025-06-05,244.8500061035156,2025-06-24,242.72999572753903,Loss,-0.87,0.5058798418778228,0.2504469085152166,1.0399572328275002
BOROLTD,2025-06-06,370.0499877929688,2025-06-25,346.25,Loss,-6.43,0.6571765345578022,0.17606863172134776,1.0270669303536888
CONCOR,2025-06-06,647.5999755859375,2025-06-25,604.9199829101562,Loss,-6.59,0.5739620643580989,0.2313659808141727,1.0534726000649928
GANDHAR,2025-06-06,177.49000549316406,2025-06-25,173.7100067138672,Loss,-2.13,0.6213031070256989,0.26318420348759614,1.0383667416627766
