symbol,candidate_id,parent_rule_id,generation,strategy_name,branch_type,goal_metric,depth,selected_condition_count,hit_confirm_condition_count,miss_avoid_condition_count,selected_conditions_text,total_trades,winning_trades,losing_trades,accuracy_pct,total_return_pct,average_return_per_trade_pct,avg_return_per_month_pct,avg_return_per_annum_pct,max_gain_pct,max_loss_pct,before_accuracy_pct,before_avg_return_per_annum_pct,improvement_accuracy_pct,improvement_avg_return_per_annum_pct,promoted,promotion_reason
JYOTISTRUC,JYOTISTRUC_G2_C21,JYOTISTRUC_G0_BASE_0,2,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_36,loss_trade_miss_avoid_branch,increase_hit_rate,2,2,0,2,NOT close_ema_3_daily_volatility_5_daily >= 3.1435654003561337 AND NOT close_to_close_ema_3_daily_difference_pct <= -3.2159039626685106,288,142,146,49.30555555555556,333.4359173325648,1.1577636018491835,5.466162579222374,65.59395095066849,15.432098846184891,-11.702620639139457,44.26229508196721,53.01440523320702,5.043260473588347,12.579545717461464,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G2_C22,JYOTISTRUC_G0_BASE_0,2,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_38,loss_trade_miss_avoid_branch,increase_hit_rate,2,2,0,2,NOT close_ema_3_daily_volatility_5_daily >= 3.1435654003561337 AND NOT close_ema_3_daily_slope_pct <= -3.1157058546245455,288,142,146,49.30555555555556,333.4359173325648,1.1577636018491835,5.466162579222374,65.59395095066849,15.432098846184891,-11.702620639139457,44.26229508196721,53.01440523320702,5.043260473588347,12.579545717461464,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G3_C23,JYOTISTRUC_G0_BASE_0,3,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_37,loss_trade_miss_avoid_branch,increase_hit_rate,3,3,0,3,NOT close_ema_3_daily_volatility_5_daily >= 3.1435654003561337 AND NOT close_to_close_ema_3_daily_difference_pct <= -3.2159039626685106 AND NOT close_ema_3_daily_slope_pct <= -3.1157058546245455,288,142,146,49.30555555555556,333.4359173325648,1.1577636018491835,5.466162579222374,65.59395095066849,15.432098846184891,-11.702620639139457,44.26229508196721,53.01440523320702,5.043260473588347,12.579545717461464,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G1_C24,JYOTISTRUC_G0_BASE_0,1,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_28,profit_trade_hit_confirm_branch,increase_hit_rate,1,1,1,0,close_ema_55_daily_range_5_pct <= 0.39577158063669243,47,23,24,48.93617021276596,61.73595871867137,1.313531036567476,1.0120648970273995,12.144778764328795,14.870256517440437,-7.301584879557281,44.26229508196721,53.01440523320702,4.6738751307987485,-40.869626468878224,true,hit_rate_improved;max_loss_reduced
JYOTISTRUC,JYOTISTRUC_G2_C25,JYOTISTRUC_G0_BASE_0,2,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_29,combined_profit_and_loss_branch,increase_hit_rate,2,2,1,1,close_ema_55_daily_range_5_pct <= 0.39577158063669243 AND NOT close_ema_3_daily_volatility_5_daily >= 3.1435654003561337,43,21,22,48.837209302325576,55.01276537632269,1.2793666366586671,0.9018486127266014,10.822183352719218,14.870256517440437,-5.013017716798075,44.26229508196721,53.01440523320702,4.574914220358366,-42.19222188048781,true,hit_rate_improved;max_loss_reduced
JYOTISTRUC,JYOTISTRUC_G1_C26,JYOTISTRUC_G0_BASE_0,1,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_35,loss_trade_miss_avoid_branch,increase_hit_rate,1,1,0,1,NOT close_ema_3_daily_volatility_5_daily >= 3.1435654003561337,344,163,181,47.383720930232556,296.1306777562181,0.8608449934773783,4.8546012746921,58.255215296305195,16.983245700074214,-11.702620639139457,44.26229508196721,53.01440523320702,3.1214258482653463,5.2408100630981735,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G1_C27,JYOTISTRUC_G0_BASE_0,1,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_39,loss_trade_miss_avoid_branch,increase_hit_rate,1,1,0,1,NOT close_to_close_ema_3_daily_difference_pct <= -3.2159039626685106,348,164,184,47.12643678160919,331.8327018418904,0.9535422466720989,5.439880358063777,65.27856429676532,15.432098846184891,-11.702620639139457,44.26229508196721,53.01440523320702,2.8641416996419835,12.264159063558303,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G1_C28,JYOTISTRUC_G0_BASE_0,1,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_41,loss_trade_miss_avoid_branch,increase_hit_rate,1,1,0,1,NOT close_ema_3_daily_slope_pct <= -3.1157058546245455,348,164,184,47.12643678160919,331.8327018418904,0.9535422466720989,5.439880358063777,65.27856429676532,15.432098846184891,-11.702620639139457,44.26229508196721,53.01440523320702,2.8641416996419835,12.264159063558303,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G2_C29,JYOTISTRUC_G0_BASE_0,2,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_40,loss_trade_miss_avoid_branch,increase_hit_rate,2,2,0,2,NOT close_to_close_ema_3_daily_difference_pct <= -3.2159039626685106 AND NOT close_ema_3_daily_slope_pct <= -3.1157058546245455,348,164,184,47.12643678160919,331.8327018418904,0.9535422466720989,5.439880358063777,65.27856429676532,15.432098846184891,-11.702620639139457,44.26229508196721,53.01440523320702,2.8641416996419835,12.264159063558303,true,hit_rate_improved;annual_return_improved
JYOTISTRUC,JYOTISTRUC_G1_C30,JYOTISTRUC_G0_BASE_0,1,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_1,profit_trade_hit_confirm_branch,increase_hit_rate,1,1,1,0,close_to_close_ema_221_daily_difference_pct <= -28.580311467328972,87,41,46,47.12643678160919,95.48349433351709,1.097511429120886,1.565303185795362,18.783638229544344,16.983245700074214,-10.445343498034054,44.26229508196721,53.01440523320702,2.8641416996419835,-34.23076700366268,true,hit_rate_improved;max_loss_reduced
JYOTISTRUC,JYOTISTRUC_G1_C31,JYOTISTRUC_G0_BASE_0,1,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_17,profit_trade_hit_confirm_branch,increase_hit_rate,1,1,1,0,close_ema_221_daily_slope_pct <= -0.2591476931768978,87,41,46,47.12643678160919,95.48349433351709,1.097511429120886,1.565303185795362,18.783638229544344,16.983245700074214,-10.445343498034054,44.26229508196721,53.01440523320702,2.8641416996419835,-34.23076700366268,true,hit_rate_improved;max_loss_reduced
JYOTISTRUC,JYOTISTRUC_G2_C32,JYOTISTRUC_G0_BASE_0,2,mined_base_entry_JYOTISTRUC_JYOTISTRUC_MINED_BASE_G0_C1_opt_2,profit_trade_hit_confirm_branch,increase_hit_rate,2,2,2,0,close_to_close_ema_221_daily_difference_pct <= -28.580311467328972 AND close_ema_221_daily_slope_pct <= -0.2591476931768978,87,41,46,47.12643678160919,95.48349433351709,1.097511429120886,1.565303185795362,18.783638229544344,16.983245700074214,-10.445343498034054,44.26229508196721,53.01440523320702,2.8641416996419835,-34.23076700366268,true,hit_rate_improved;max_loss_reduced
