Date,Open,High,Low,Close,Price,Volume,Mean_OC_D,Mean_HL_D,EMA_Close_3,EMA_Close_8,EMA_Close_13,EMA_Close_21,EMA_Close_34,EMA_Close_55,EMA_Close_89,EMA_Close_221,EMA_Volume_3,EMA_Volume_8,EMA_Volume_21,EMA_Volume_55,Mean_OC_W,Mean_HL_W,EMA_Close_3_vs_EMA_Close_8_pct,EMA_Close_3_vs_EMA_Close_13_pct,EMA_Close_3_vs_EMA_Close_21_pct,EMA_Close_3_vs_EMA_Close_34_pct,EMA_Close_3_vs_EMA_Close_55_pct,EMA_Close_3_vs_EMA_Close_89_pct,EMA_Close_3_vs_EMA_Close_221_pct,EMA_Close_8_vs_EMA_Close_13_pct,EMA_Close_8_vs_EMA_Close_21_pct,EMA_Close_8_vs_EMA_Close_34_pct,EMA_Close_8_vs_EMA_Close_55_pct,EMA_Close_8_vs_EMA_Close_89_pct,EMA_Close_8_vs_EMA_Close_221_pct,EMA_Close_13_vs_EMA_Close_21_pct,EMA_Close_13_vs_EMA_Close_34_pct,EMA_Close_13_vs_EMA_Close_55_pct,EMA_Close_13_vs_EMA_Close_89_pct,EMA_Close_13_vs_EMA_Close_221_pct,EMA_Close_21_vs_EMA_Close_34_pct,EMA_Close_21_vs_EMA_Close_55_pct,EMA_Close_21_vs_EMA_Close_89_pct,EMA_Close_21_vs_EMA_Close_221_pct,EMA_Close_34_vs_EMA_Close_55_pct,EMA_Close_34_vs_EMA_Close_89_pct,EMA_Close_34_vs_EMA_Close_221_pct,EMA_Close_55_vs_EMA_Close_89_pct,EMA_Close_55_vs_EMA_Close_221_pct,EMA_Close_89_vs_EMA_Close_221_pct,EMA_Volume_3_vs_EMA_Volume_8_pct,EMA_Volume_3_vs_EMA_Volume_21_pct,EMA_Volume_3_vs_EMA_Volume_55_pct,EMA_Volume_8_vs_EMA_Volume_21_pct,EMA_Volume_8_vs_EMA_Volume_55_pct,EMA_Volume_21_vs_EMA_Volume_55_pct,Mean_OC_D_vs_Mean_HL_D_pct,Mean_OC_D_vs_Mean_OC_W_pct,Mean_OC_D_vs_Mean_HL_W_pct,Mean_HL_D_vs_Mean_OC_W_pct,Mean_HL_D_vs_Mean_HL_W_pct,Mean_OC_W_vs_Mean_HL_W_pct,EMA_Close_Median,EMA_Close_MAD,EMA_Close_CV,EMA_Volume_Median,EMA_Volume_MAD,EMA_Volume_CV,Forward_Mean_OC_D_Change_pct_1,target_next_1d_mean_oc_3_to_5,mean_open_close_daily,close_ema_3_daily,close_to_close_ema_3_daily_difference_pct,close_ema_8_daily,close_to_close_ema_8_daily_difference_pct,close_ema_13_daily,close_to_close_ema_13_daily_difference_pct,close_ema_21_daily,close_to_close_ema_21_daily_difference_pct,close_ema_55_daily,close_to_close_ema_55_daily_difference_pct,close_ema_144_daily,close_to_close_ema_144_daily_difference_pct,close_ema_221_daily,close_to_close_ema_221_daily_difference_pct,volume_ema_3_daily,volume_to_volume_ema_3_daily_difference_pct,volume_ema_5_daily,volume_to_volume_ema_5_daily_difference_pct,volume_ema_8_daily,volume_to_volume_ema_8_daily_difference_pct,volume_ema_21_daily,volume_to_volume_ema_21_daily_difference_pct,volume_ema_55_daily,volume_to_volume_ema_55_daily_difference_pct,volume_ema_144_daily,volume_to_volume_ema_144_daily_difference_pct,high_ema_3_daily,high_ema_13_daily,low_ema_3_daily,low_ema_13_daily,high_low_ratio_daily,close_ema_3_daily_slope_pct,close_ema_3_daily_volatility_5_daily,close_ema_3_daily_range_5_pct,close_ema_8_daily_slope_pct,close_ema_8_daily_volatility_5_daily,close_ema_8_daily_range_5_pct,close_ema_13_daily_slope_pct,close_ema_13_daily_volatility_5_daily,close_ema_13_daily_range_5_pct,close_ema_21_daily_slope_pct,close_ema_21_daily_volatility_5_daily,close_ema_21_daily_range_5_pct,close_ema_55_daily_slope_pct,close_ema_55_daily_volatility_5_daily,close_ema_55_daily_range_5_pct,close_ema_144_daily_slope_pct,close_ema_144_daily_volatility_5_daily,close_ema_144_daily_range_5_pct,close_ema_221_daily_slope_pct,close_ema_221_daily_volatility_5_daily,close_ema_221_daily_range_5_pct,target_change_pct,target_label,enter_label,exit_label,strategy_entry_signal,strategy_exit_signal,strategy_position
2021-07-08,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,63592,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,63592.0,63592.0,63592.0,63592.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.899999618530272,0.0,0.0,63592.0,0.0,0.0,4.545462427060806,1,9.899999618530272,9.899999618530272,0,9.899999618530272,0,9.899999618530272,0,9.899999618530272,0,9.899999618530272,0,9.899999618530272,0,9.899999618530272,0,63592,0,63592,0,63592,0,63592,0,63592,0,63592,0,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4.545462427060806,1,1,0,0,0,0
2021-07-09,10.350000381469728,10.350000381469728,10.350000381469728,10.350000381469728,10.350000381469728,63897,10.350000381469728,10.350000381469728,10.125,9.999999788072373,9.964285441807336,9.940908778797496,9.925713947841098,9.916071074349539,9.909999635484482,9.904053679457654,63744.5,63659.77777777778,63619.72727272727,63602.89285714286,,,1.2500021457672732,1.6129060044622074,1.8518550496624968,2.0077754930893192,2.106972853299828,2.1695294896446997,2.2308675588119904,0.3584235565471592,0.5944226085336273,0.7484181049508495,0.8463908043170152,0.9081751352001002,0.96875594297034,0.23515619678251914,0.3886017083398555,0.4862245046076375,0.5477881767873549,0.6081526241584372,0.15308552146722937,0.2504792902524329,0.31189853128085515,0.37212136093612525,0.09724490092152749,0.1585702617016079,0.2187010398416001,0.06126578293017118,0.12133814376239088,0.06003557956436293,0.1330859534539463,0.19612270064888496,0.2226426134031333,0.06295296564038862,0.08943763102519049,0.02646800299197264,0.0,,,,,,9.933311363319298,0.02628470584823006,0.7390934091911817,63639.75252525252,28.442460317459336,0.09927332859858559,0.7246358116025959,0,10.350000381469728,10.125,2.2222259898244774,9.999999788072373,3.500006008148355,9.964285441807338,3.870974410709265,9.940908778797494,4.11523344369447,9.916071074349539,4.376020541468881,9.906206525605299,4.4799576378437385,9.904053679457654,4.50266846732695,63744.5,0.23923632627128616,63693.666666666664,0.31923634479618973,63659.77777777778,0.3726406696710588,63619.72727272727,0.4358282236641875,63602.892857142855,0.462411581683451,63596.206896551725,0.47297333933383495,10.125,9.964285441807338,10.125,9.964285441807338,1,2.272731213530403,2.272731213530403,2.2222259898244774,1.0101027615690623,1.0101027615690623,1.000001716613808,0.6493517752944087,0.6493517752944087,0.6451624017848865,0.4132238570055214,0.4132238570055214,0.4115233443694398,0.16233794382360664,0.16233794382360664,0.16207483486922444,0.06269603347670338,0.06269603347670338,0.06265675017963533,0.040950111955500336,0.040950111955500336,0.040933349702969836,-3.3816460731378966,0,0,1,0,0,0
2021-07-12,10.850000381469728,10.850000381469728,9.850000381469728,10.0,10.0,811378,10.425000190734863,10.350000381469728,10.0625,9.9999998351674,9.969387521549146,9.946280707997722,9.92995886510732,9.919068535979912,9.911999643584826,9.904918060723801,437561.25,229819.38271604938,131597.7520661157,90309.14668367348,10.125,10.125,0.625001658628056,0.9339839408347617,1.1684698573691628,1.334760160572402,1.4460174712959384,1.5183652323129337,1.5909464198503758,0.3070631325353246,0.5400926109644514,0.7053500524176021,0.8159163221216051,0.8878147169782197,0.9599450884972929,0.2323161212697713,0.3970676714520319,0.507295472218078,0.5789737694498646,0.6508833332098638,0.16436969288720205,0.2743420102311242,0.34585417317971257,0.4175970666323559,0.10979185281263888,0.1811866643288007,0.25281182772034744,0.07131651179649913,0.14286312283815855,0.07149562285735037,90.39353636269384,232.49903066745844,384.5148759213162,74.6377723842778,154.4807377275299,45.71918448865887,0.7246358116025959,2.9629648467640815,2.9629648467640815,2.2222259898244774,2.2222259898244774,0.0,9.938119786552521,0.028693938982160105,0.5387535427590123,180708.56739108253,69755.11801618795,69.70297772183238,-5.515590173449799,0,10.425000190734863,10.0625,-0.6211180124223602,9.9999998351674,0.0000016483260184245373,9.969387521549146,0.30706478592274444,9.946280707997722,0.5400942681929568,9.919068535979912,0.8159179838965845,9.907500228700398,0.9336338043338668,9.904918060723801,0.9599467526463359,437561.25,85.43186810989319,312921.7777777778,159.29099782125172,229819.38271604938,253.05029123783194,131597.7520661157,516.5591640139548,90309.14668367346,798.4449856912278,73910.43852556481,997.7853956574121,10.487500190734863,10.090816147473394,9.987500190734863,9.947959004616251,1.1015228387078284,-0.6172839506172839,1.4450075820738435,2.2360286357240087,4.70950293196381e-7,0.5050516162596778,1.000002182854588,0.05120366905991834,0.3502777221771635,0.6960096883473584,0.054038612764314355,0.23363123488491788,0.46531050978921756,0.03022831934038195,0.0962831315819943,0.19224504176446577,0.013059520733341162,0.03787777710502227,0.07570638402205868,0.008727550295293348,0.02483883112539684,0.04965656619647347,-3.000001907348633,0,0,1,0,0,0
2021-07-13,10.0,10.5,9.5,9.699999809265137,9.699999809265137,248258,9.849999904632568,10.0,9.881249904632568,9.933333162744676,9.930903562651432,9.92389153538567,9.916818347630624,9.911244652882957,9.9072885361555,9.9030719503503,342909.625,233916.85322359396,142203.22915101427,95950.17715925656,10.125,10.125,-0.524328110804211,-0.4999913422339854,-0.4296865861648481,-0.35866788874431493,-0.3026335167870503,-0.2628229856020297,-0.22035632808827715,0.024465045682057797,0.09514037235635109,0.1665334035083695,0.22286312804612415,0.2628834972770702,0.3055739930608589,0.07065804015249194,0.14203360923892755,0.19834955605456742,0.23836013667868616,0.28104019076774484,0.07132517211768184,0.12760135528522293,0.1675836851786317,0.2102336036711569,0.05623607269190136,0.09618990544533114,0.13880942549182745,0.039931376915280814,0.082526942888333,0.04257856376626956,46.59466399038088,141.14053319833081,257.3830035048754,64.49475488013245,143.78991279541103,48.20528044986059,-1.5000009536743164,-2.716050324616609,-2.716050324616609,-1.2345679012345678,-1.2345679012345678,0.0,9.91403150025679,0.01040979251768448,0.17083451202817904,188060.04118730413,68983.33803216871,53.529198741597114,-3.807106635845074,0,9.849999904632568,9.881249904632568,-1.8342830827753607,9.933333162744676,-2.3489935317448545,9.93090356265143,-2.325103168403389,9.92389153538567,-2.2560880005812316,9.911244652882957,-2.131365444161178,9.904638153949566,-2.0660860245846346,9.9030719503503,-2.050597452015689,342909.625,-27.60249876334034,291367.1851851852,-14.795483972495452,233916.85322359396,6.130873675313071,142203.22915101427,74.57972050434924,95950.17715925655,158.73636438205364,76315.23247693633,225.30596047784758,10.493750095367432,10.149270983548623,9.743750095367432,9.883964861099644,1.105263157894737,-1.8012431837757181,1.563752782641135,2.4667941578236547,-0.6666667352160928,0.5589233225784828,1.00671360759532,-0.38602129583720035,0.36219224673050915,0.6987068455667182,-0.22510095250026615,0.23078780742336727,0.4663602912468973,-0.07887719566182805,0.09048115294193888,0.19239679896403172,-0.028887960482107358,0.034881171564050635,0.07572826037198874,-0.0186383205008171,0.02277199425053693,0.049665823071756945,-4.639173382615028,0,0,1,0,0,0
2021-07-14,9.699999809265137,10.0,9.25,9.25,9.25,157584,9.474999904632568,9.625,9.565624952316284,9.781481348801414,9.833631625129799,9.862628668532427,9.87871444205173,9.88762877242285,9.892682124240933,9.897188419266064,250246.8125,216953.99695168418,143601.4810463766,98151.38511785454,10.125,10.125,-2.2067863627995354,-2.7254089133115897,-3.011405236859,-3.169334345799962,-3.2566333902487616,-3.3060515623283897,-3.3500773442319365,-0.5303257058675599,-0.8227757777185754,-0.9842686902297216,-1.0735377112608402,-1.1240710460819692,-1.1690903068937437,-0.29400927863324344,-0.45636319570108336,-0.5461081573334594,-0.5969109122230565,-0.6421701946437995,-0.16283266019746576,-0.25284225840021846,-0.3037948185443405,-0.34918755983630784,-0.09015640227090874,-0.14119206514253407,-0.18665884119545445,-0.05108171630926798,-0.09658952056125444,-0.04553106230006317,15.345564504962844,74.26478520732103,154.96004177579155,51.080612380047896,121.04017858859382,46.306117711887815,-1.558442549272017,-6.4197540283203125,-6.4197540283203125,-4.938271604938271,-4.938271604938271,0.0,9.870671555292079,0.02426371646141945,1.1363881000652334,180277.73899903038,53322.66572681171,38.94526605785974,-6.860154354328511,0,9.474999904632568,9.565624952316284,-3.2995748201465567,9.781481348801414,-5.4335466157847305,9.833631625129797,-5.93505682720847,9.862628668532427,-6.211616488077582,9.88762877242285,-6.448753155066185,9.895608662170952,-6.524193551014121,9.897188419266064,-6.539113855872782,250246.8125,-37.02856854570326,246772.79012345683,-36.14206820729181,216953.99695168418,-27.365246912185686,143601.4810463766,9.737029765805612,98151.38511785453,60.551987942688946,77436.18099449584,103.50177136344195,10.246875047683716,10.127946557327391,9.496875047683716,9.793398452371123,1.0810810810810811,-3.1941804464262322,1.9713596985874093,5.8477626968666065,-1.528709562594634,0.8013698825825205,2.234001973461448,-0.9794872833873582,0.5165160058947214,1.3805265602224261,-0.6173270499259021,0.327422618049001,0.8481718442081759,-0.2382736103001632,0.12742926728149495,0.31797071148897754,-0.09116427716254971,0.048951947963675406,0.12017013743586197,-0.059411171742812345,0.03193178862360578,0.0780993665098993,-4.864862802866343,0,0,1,1,0,1
2021-07-15,8.850000381469727,9.5,8.800000190734863,8.800000190734863,8.800000190734863,110042,8.825000286102295,9.150000095367432,9.182812571525574,9.563374424786625,9.685969991644807,9.766026079641739,9.817073627690766,9.848784894505423,9.868400303496355,9.887303840630647,180144.40625,193195.7754068655,140550.61913306965,98576.04993507403,10.125,10.125,-3.9793679130109174,-5.194703478879874,-5.971861055459723,-6.460795550887469,-6.761974498512918,-6.94730362455887,-7.125211083430591,-1.2657025260653716,-2.075067721532726,-2.584265052148921,-2.8979257114045263,-3.0909354031945733,-3.276215852828092,-0.8197406738838878,-1.335465547249823,-1.6531471100708988,-1.8486310469885647,-2.0362866584364827,-0.5199874217611918,-0.8402946734053948,-1.0373943162636494,-1.2266009312926394,-0.3219815150227172,-0.5201114084053102,-0.7103070166740397,-0.19876989570419054,-0.38957987684099876,-0.19119000931892832,-6.7555147773700694,28.170482180120455,82.74662696329385,37.45636739170305,95.98652566633746,42.58089995048663,-3.551910446751595,-12.839503347137828,-12.839503347137828,-9.62962868772907,-9.62962868772907,0.0,9.791549853666252,0.08630221839724861,2.432587558016748,160347.51269153482,26322.578136897922,27.886071555795304,-4.815871431090116,0,8.825000286102295,9.182812571525574,-4.168792271528552,9.563374424786625,-7.982268602526184,9.685969991644807,-9.146939353252058,9.766026079641739,-9.891698844841846,9.848784894505423,-10.648874099744733,9.880496821185627,-10.935650807902467,9.887303840630647,-10.996968105982994,180144.40625,-38.91456177257794,201195.86008230457,-45.30603166735918,193195.77540686546,-43.04119757885269,140550.61913306965,-21.706499282073516,98576.04993507401,11.631577926360311,77885.91642905452,41.28613367506067,9.873437523841858,10.038239906280621,9.14843761920929,9.651484414994515,1.0795454311469375,-4.001958917467423,2.3774795423634116,10.260336047759463,-2.2297944067696336,1.0870547874199432,4.565599870785334,-1.5015981797369904,0.7135324406631753,2.926062440300943,-0.9794811519053436,0.45783432482026953,1.8457315891439476,-0.39285332015867497,0.18051407785693097,0.7136275411365742,-0.1527125970845508,0.06970407778785048,0.2733000981982059,-0.09987259226241423,0.04551994935136747,0.178149881677257,-4.545460949259217,0,0,1,1,1,1
2021-07-16,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,8.399999618530273,275662,8.399999618530273,8.399999618530273,8.791406095027924,9.304846690062991,9.502259938342732,9.641841855904332,9.736097970024453,9.797042563220597,9.835769177163776,9.873904703494608,227903.203125,211521.60309422872,152833.47193915423,104900.54815167852,10.125,10.125,-5.517990915244104,-7.480892418512251,-8.82026249326658,-9.70298242586559,-10.264694286089625,-10.61801129453714,-10.96322722340598,-2.0775399700775945,-3.4951326818845962,-4.429405715608041,-5.023922984731886,-5.397874609882628,-5.7632520316933356,-1.447668605725208,-2.4017633388823993,-3.008893989952824,-3.3907794379250995,-3.7639087707656533,-0.9681097541367931,-1.58415875316199,-1.9716538459411557,-2.3502642020450497,-0.6220713322705975,-1.0133544753239556,-1.3956660268493588,-0.39373243968649724,-0.7784371287967561,-0.38622538373633253,7.74464631088939,49.11864543372566,117.25644635857253,38.40005099042656,101.64013136364545,45.693682856802816,0.0,-17.037040804639275,-17.037040804639275,-17.037040804639275,-17.037040804639275,0.0,9.688969912964392,0.16586702736479975,3.807749270041156,182177.5375166915,37534.865592922884,32.34798688375045,3.869051200732785,1,8.399999618530273,8.791406095027924,-4.45214874920878,9.304846690062991,-9.72447050093839,9.50225993834273,-11.599980709480567,9.641841855904334,-12.879720036204478,9.797042563220597,-14.259843577030159,9.86007617011452,-14.807964222524742,9.873904703494608,-14.927276788914973,227903.203125,20.95573744472794,226017.9067215364,21.96467262199151,211521.6030942287,30.32333150255014,152833.47193915423,80.367557251952,104900.54815167851,162.78413683922122,80613.86240934342,241.9535942841139,9.136718571186066,9.804205579459143,8.774218618869781,9.47270087264248,1,-4.262381198014851,2.775409539260301,14.458368675415386,-2.7033108110205784,1.4256963973102463,7.470871560374992,-1.8966613923081193,0.9629943640659174,4.915963004984758,-1.271594225990033,0.6295083986171718,3.1574760988945383,-0.5253676655451469,0.25312002220123897,1.2455388651409698,-0.206676358898493,0.0985001428722084,0.4809705094329705,-0.13551861409353114,0.06443364977897363,0.314094151812273,4.761911790117163,1,1,0,1,1,1
2021-07-19,8.649999618530273,8.800000190734863,8.0,8.800000190734863,8.800000190734863,153724,8.724999904632568,8.400000095367432,8.795703142881393,9.192658579101185,9.401937117255894,9.56531079543438,9.682606668350761,9.761433907060391,9.812752088576467,9.864229888064338,190813.6015625,198677.6912955112,152914.42903559475,106644.24286054715,9.625,9.625,-4.318178825027172,-6.447968826145901,-8.045819618535846,-9.159759926718515,-9.893328924559846,-10.364563748421533,-10.832338229220065,-2.225908720136078,-3.8958714912960906,-5.060084603571215,-5.826760016761624,-6.319261955034665,-6.808147382856022,-1.707980866198992,-2.8986982607925516,-3.6828276790818135,-4.1865418346686205,-4.686557146927566,-1.2114080116440415,-2.0091629313205392,-2.5216299251068013,-3.0303338022530166,-0.8075374935706419,-1.3262886807994931,-1.8412306056790124,-0.5229744016035768,-1.0421085292054018,-0.5218633392776005,-3.9582147757667654,24.784562690341833,78.92536572463318,29.92736692576205,86.29950006331909,43.387420580736446,3.8690453044681856,-9.35065034147981,-9.35065034147981,-12.727271736442269,-12.727271736442269,0.0,9.623958731892571,0.20540748566028633,3.8448880707525688,171864.01529904737,22881.63112995823,25.957270078313094,1.4326647721065398,0,8.724999904632568,8.795703142881393,0.04885394360935849,9.192658579101185,-4.271434482065945,9.401937117255892,-6.4022649695908,9.565310795434382,-8.000896375105853,9.761433907060391,-9.849308262284381,9.845454432467903,-10.618648929859322,9.86422988806434,-10.7887763100208,190813.6015625,-19.43760888049246,201919.9378143576,-23.868835507798284,198677.6912955112,-22.62644134949582,152914.42903559475,0.529427451360268,106644.24286054714,44.14655294708829,81622.27810024902,88.33583621765024,8.968359380960464,9.660747666784246,8.38710930943489,9.262315033693556,1.100000023841858,0.04887782235312837,2.6617283136074708,12.390638836949444,-1.2056954262515323,1.6668353883704943,8.057240212612257,-1.0557785383456368,1.163909337923061,5.626143195796286,-0.7937390139114017,0.7774484788465893,3.748762038369332,-0.36346331998071324,0.3197670223293053,1.5347206901048396,-0.14829233967718894,0.12554670666097795,0.6011273719015893,-0.0979836824518224,0.08228487621027944,0.39376679909861867,4.545450112051311,1,1,0,0,0,1
2021-07-20,8.5,9.199999809265137,8.5,9.199999809265137,9.199999809265137,197058,8.849999904632568,8.849999904632568,8.997851476073265,9.194289963582062,9.373088930400073,9.53210070578263,9.655029133545868,9.74138268928199,9.799135371258437,9.858245833300382,193935.80078125,198317.7598965087,156927.4809414498,109873.30561552761,9.625,9.625,-2.1365269997669816,-4.003348918516996,-5.604737572540165,-6.806583888900715,-7.632707151796827,-8.177087720773761,-8.727661815054073,-1.9075778342196876,-3.5439275415505893,-4.772012218616657,-5.616171165330252,-6.1724364932280675,-6.735030561679942,-1.6681713747116997,-2.9201382952456356,-3.780713381552437,-4.347796256677798,-4.921330945729585,-1.273206181596387,-2.1483806783365855,-2.725083952396845,-3.308348493563213,-0.886460972641307,-1.4706015607789484,-2.061388031814577,-0.5893650795542665,-1.1854354820777315,-0.599604260651263,-2.209564648947939,23.583071376522096,76.50857020710446,26.375417936200595,80.49676287202,42.82584842816665,0.0,-8.051949042778512,-8.051949042778512,-8.051949042778512,-8.051949042778512,0.0,9.59356491966425,0.2130232204291822,3.225831806578162,175431.64086134988,20695.139477529476,24.904480447944454,8.192089406159928,0,8.849999904632568,8.997851476073265,2.24662891724115,9.194289963582063,0.062102084072719145,9.37308893040007,-1.846660395737291,9.532100705782632,-3.4840263103391993,9.74138268928199,-5.557556840596277,9.8365516100789,-6.471290204603084,9.858245833300384,-6.677111071948959,193935.80078125,1.6099137993978152,200299.2918762384,-1.6182243311379918,198317.7598965087,-0.6352229357401523,156927.48094144976,25.5726522963324,109873.3056155276,79.35020603598844,83214.49495403869,136.8073015510576,9.0841795951128,9.594926544281517,8.443554654717445,9.153412886023048,1.0823529187370748,2.2982623436476013,2.7611321455818474,8.60448585250749,0.01774660145202912,1.5370513616176813,6.40422231659557,-0.3068323739676455,1.1480715535491501,4.913457006003987,-0.347193001481991,0.8018668886429344,3.4675248715037217,-0.20541262655990616,0.34507410850892095,1.5012867044199898,-0.0904257132067428,0.13785425720590505,0.6003836957612312,-0.060664185971551245,0.09069004930442628,0.3950255108686273,4.891302376027759,1,1,0,1,1,1
2021-07-22,9.5,9.649999618530272,9.25,9.649999618530272,9.649999618530272,227180,9.574999809265137,9.449999809265137,9.32392554730177,9.295558775792776,9.412647600132958,9.542818788759687,9.654741732687835,9.738119008183714,9.795821243420033,9.856369741275426,210557.900390625,204731.59103061788,163314.07358313617,114062.83041497307,9.625,9.625,0.3051647802267209,-0.9425833899267164,-2.293800671513835,-3.4264633332037184,-4.253321001046151,-4.817316326951569,-5.402031457321909,-1.2439520665633834,-2.5910584539041532,-3.720275143963534,-4.544617210151368,-5.106896657217885,-5.689832871570834,-1.3640748243072103,-2.507515366622647,-3.3422410198236094,-3.9116030577268512,-4.501882059926148,-1.1592536292215154,-2.005523030267968,-2.582758998693346,-3.1812012003028274,-0.8561948711636249,-1.4402009512674818,-2.0456619818474837,-0.589049491639893,-1.1997392163213403,-0.6143083046269542,2.8458282039803926,28.928203045182777,84.59817244986145,25.360654191506555,79.4901899994783,43.179047012056145,1.322751349449185,-0.5194825011414367,-0.5194825011414367,-1.8181837998427355,-1.8181837998427355,0.0,9.59878026072376,0.19158682164353724,2.264847597359875,184022.832306877,23621.91340374443,25.79286311734329,5.483034805876246,0,9.574999809265137,9.32392554730177,3.4971758362320284,9.295558775792776,3.8130127654135286,9.412647600132956,2.5216286477564775,9.542818788759691,1.1231569219026465,9.738119008183714,-0.9048912791000908,9.833978479160987,-1.870848721304214,9.856369741275428,-2.093774159881013,210557.900390625,7.894312955504325,209259.52791749226,8.563754425353334,204731.59103061788,10.964799744082937,163314.07358313614,39.10619888147758,114062.83041497304,99.17092989319512,85200.22605812091,166.6424850152686,9.367089606821537,9.602794126317054,8.846777327358723,9.167211045162613,1.0432432020032727,3.6239103534392356,2.847078126984448,5.7113224421654705,1.1014315690698335,1.4515957629127214,3.9880964084789388,0.4220451766395125,1.0365831321995809,3.3240494549091246,0.11244198218087098,0.7008898750939281,2.4513236501424807,-0.03350326337005538,0.30412003912289937,1.13641953059628,-0.026158871725700753,0.12485317611853526,0.4730368499709111,-0.019030688184084175,0.08261395259268065,0.3138488121613069,4.663220525681154,1,1,0,0,0,1
