condition,feature,operator,threshold,matched_count,miss_count,hit_count,miss_accuracy_pct,miss_coverage_pct,hit_leakage_pct
close_ema_3_daily_range_5_pct >= 12.45800127034124,close_ema_3_daily_range_5_pct,>=,12.45800127034124,87,51,36,58.620689655172406,21.428571428571427,19.047619047619047
close_ema_8_daily_volatility_5_daily >= 2.0557834981454137,close_ema_8_daily_volatility_5_daily,>=,2.0557834981454137,87,51,36,58.620689655172406,21.428571428571427,19.047619047619047
close_ema_21_daily_range_5_pct >= 5.507769885135018,close_ema_21_daily_range_5_pct,>=,5.507769885135018,87,51,36,58.620689655172406,21.428571428571427,19.047619047619047
close_ema_221_daily_range_5_pct >= 1.4822762045259015,close_ema_221_daily_range_5_pct,>=,1.4822762045259015,87,51,36,58.620689655172406,21.428571428571427,19.047619047619047
close_ema_55_daily_range_5_pct <= 0.9741941606106759,close_ema_55_daily_range_5_pct,<=,0.9741941606106759,128,75,53,58.59375,31.512605042016805,28.04232804232804
close_ema_221_daily_volatility_5_daily <= 0.14233641926724427,close_ema_221_daily_volatility_5_daily,<=,0.14233641926724427,128,75,53,58.59375,31.512605042016805,28.04232804232804
close_to_close_ema_8_daily_difference_pct <= 3.8420288715277544,close_to_close_ema_8_daily_difference_pct,<=,3.8420288715277544,299,175,124,58.52842809364549,73.52941176470588,65.60846560846561
close_ema_8_daily_slope_pct <= 1.1099062254735144,close_ema_8_daily_slope_pct,<=,1.1099062254735144,299,175,124,58.52842809364549,73.52941176470588,65.60846560846561
close_ema_13_daily_range_5_pct >= 4.1043001703954625,close_ema_13_daily_range_5_pct,>=,4.1043001703954625,214,125,89,58.41121495327103,52.52100840336135,47.08994708994709
volume_to_volume_ema_5_daily_difference_pct <= -0.7121990548424926,volume_to_volume_ema_5_daily_difference_pct,<=,-0.7121990548424926,256,149,107,58.203125,62.60504201680672,56.613756613756614
close_to_close_ema_13_daily_difference_pct <= 5.0368805716356,close_to_close_ema_13_daily_difference_pct,<=,5.0368805716356,299,174,125,58.19397993311036,73.10924369747899,66.13756613756614
close_ema_13_daily_slope_pct <= 0.8465870248352628,close_ema_13_daily_slope_pct,<=,0.8465870248352628,299,174,125,58.19397993311036,73.10924369747899,66.13756613756614
high_low_ratio_daily >= 1.0694143355500505,high_low_ratio_daily,>=,1.0694143355500505,129,75,54,58.139534883720934,31.512605042016805,28.57142857142857
close_ema_13_daily_volatility_5_daily >= 1.430753377040343,close_ema_13_daily_volatility_5_daily,>=,1.430753377040343,129,75,54,58.139534883720934,31.512605042016805,28.57142857142857
close_ema_13_daily_volatility_5_daily <= 0.6494642574121161,close_ema_13_daily_volatility_5_daily,<=,0.6494642574121161,86,50,36,58.139534883720934,21.008403361344538,19.047619047619047
close_ema_55_daily_volatility_5_daily <= 0.19557073360296431,close_ema_55_daily_volatility_5_daily,<=,0.19557073360296431,86,50,36,58.139534883720934,21.008403361344538,19.047619047619047
