condition,feature,operator,threshold,matched_count,miss_count,hit_count,miss_accuracy_pct,miss_coverage_pct,hit_leakage_pct
close_ema_55_daily_volatility_5_daily <= 0.6251870412571879,close_ema_55_daily_volatility_5_daily,<=,0.6251870412571879,299,171,128,57.19063545150501,71.84873949579831,67.72486772486772
close_ema_55_daily_range_5_pct <= 2.614513267422869,close_ema_55_daily_range_5_pct,<=,2.614513267422869,299,171,128,57.19063545150501,71.84873949579831,67.72486772486772
close_to_close_ema_144_daily_difference_pct <= -1.9805132071429061,close_to_close_ema_144_daily_difference_pct,<=,-1.9805132071429061,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_to_close_ema_221_daily_difference_pct <= -3.0566739559991483,close_to_close_ema_221_daily_difference_pct,<=,-3.0566739559991483,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
volume_to_volume_ema_144_daily_difference_pct >= 4.753691766849563,volume_to_volume_ema_144_daily_difference_pct,>=,4.753691766849563,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_ema_3_daily_volatility_5_daily >= 2.2564410549022,close_ema_3_daily_volatility_5_daily,>=,2.2564410549022,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_ema_55_daily_volatility_5_daily <= 0.4054063366486046,close_ema_55_daily_volatility_5_daily,<=,0.4054063366486046,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_ema_144_daily_slope_pct <= -0.027691814924340898,close_ema_144_daily_slope_pct,<=,-0.027691814924340898,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_ema_144_daily_range_5_pct >= 1.035108798575762,close_ema_144_daily_range_5_pct,>=,1.035108798575762,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_ema_221_daily_slope_pct <= -0.02778022550074251,close_ema_221_daily_slope_pct,<=,-0.02778022550074251,214,122,92,57.009345794392516,51.26050420168067,48.67724867724868
close_ema_3_daily_range_5_pct >= 6.841785872091938,close_ema_3_daily_range_5_pct,>=,6.841785872091938,300,171,129,56.99999999999999,71.84873949579831,68.25396825396825
close_ema_221_daily_volatility_5_daily >= 0.266966667507851,close_ema_221_daily_volatility_5_daily,>=,0.266966667507851,172,98,74,56.97674418604651,41.17647058823529,39.15343915343915
close_ema_221_daily_range_5_pct >= 1.0444978742745838,close_ema_221_daily_range_5_pct,>=,1.0444978742745838,172,98,74,56.97674418604651,41.17647058823529,39.15343915343915
close_to_close_ema_144_daily_difference_pct <= -25.366762377330037,close_to_close_ema_144_daily_difference_pct,<=,-25.366762377330037,86,49,37,56.97674418604651,20.588235294117645,19.576719576719576
volume_to_volume_ema_3_daily_difference_pct <= -30.337094910165234,volume_to_volume_ema_3_daily_difference_pct,<=,-30.337094910165234,86,49,37,56.97674418604651,20.588235294117645,19.576719576719576
close_ema_8_daily_volatility_5_daily <= 0.9219679314000728,close_ema_8_daily_volatility_5_daily,<=,0.9219679314000728,86,49,37,56.97674418604651,20.588235294117645,19.576719576719576
close_ema_144_daily_slope_pct <= -0.3535256554457322,close_ema_144_daily_slope_pct,<=,-0.3535256554457322,86,49,37,56.97674418604651,20.588235294117645,19.576719576719576
close_ema_221_daily_range_5_pct <= 0.39720425089193323,close_ema_221_daily_range_5_pct,<=,0.39720425089193323,86,49,37,56.97674418604651,20.588235294117645,19.576719576719576
volume_to_volume_ema_144_daily_difference_pct >= -62.38294900609696,volume_to_volume_ema_144_daily_difference_pct,>=,-62.38294900609696,385,219,166,56.88311688311688,92.01680672268907,87.83068783068782
close_ema_3_daily_range_5_pct >= 5.8477626968666065,close_ema_3_daily_range_5_pct,>=,5.8477626968666065,385,219,166,56.88311688311688,92.01680672268907,87.83068783068782
close_ema_144_daily_range_5_pct >= 0.25493100197900664,close_ema_144_daily_range_5_pct,>=,0.25493100197900664,385,219,166,56.88311688311688,92.01680672268907,87.83068783068782
volume_to_volume_ema_3_daily_difference_pct <= 9.910326811461047,volume_to_volume_ema_3_daily_difference_pct,<=,9.910326811461047,299,170,129,56.85618729096989,71.42857142857143,68.25396825396825
volume_to_volume_ema_21_daily_difference_pct <= 21.42866100602857,volume_to_volume_ema_21_daily_difference_pct,<=,21.42866100602857,299,170,129,56.85618729096989,71.42857142857143,68.25396825396825
volume_to_volume_ema_144_daily_difference_pct <= 41.602687061396374,volume_to_volume_ema_144_daily_difference_pct,<=,41.602687061396374,299,170,129,56.85618729096989,71.42857142857143,68.25396825396825
close_to_close_ema_21_daily_difference_pct >= 14.872657838517513,close_to_close_ema_21_daily_difference_pct,>=,14.872657838517513,44,25,19,56.81818181818182,10.504201680672269,10.052910052910052
close_to_close_ema_144_daily_difference_pct >= 39.22848132708574,close_to_close_ema_144_daily_difference_pct,>=,39.22848132708574,44,25,19,56.81818181818182,10.504201680672269,10.052910052910052
close_ema_13_daily_volatility_5_daily >= 2.0353748042301034,close_ema_13_daily_volatility_5_daily,>=,2.0353748042301034,44,25,19,56.81818181818182,10.504201680672269,10.052910052910052
close_ema_21_daily_slope_pct >= 1.5097193227715366,close_ema_21_daily_slope_pct,>=,1.5097193227715366,44,25,19,56.81818181818182,10.504201680672269,10.052910052910052
close_ema_55_daily_volatility_5_daily >= 1.013871905466281,close_ema_55_daily_volatility_5_daily,>=,1.013871905466281,44,25,19,56.81818181818182,10.504201680672269,10.052910052910052
close_ema_144_daily_slope_pct >= 0.5516768640937366,close_ema_144_daily_slope_pct,>=,0.5516768640937366,44,25,19,56.81818181818182,10.504201680672269,10.052910052910052
close_to_close_ema_55_daily_difference_pct >= -6.618288314776656,close_to_close_ema_55_daily_difference_pct,>=,-6.618288314776656,257,146,111,56.809338521400775,61.34453781512605,58.730158730158735
close_ema_55_daily_slope_pct >= -0.24452241172497213,close_ema_55_daily_slope_pct,>=,-0.24452241172497213,257,146,111,56.809338521400775,61.34453781512605,58.730158730158735
close_to_close_ema_55_daily_difference_pct >= -16.305870122453705,close_to_close_ema_55_daily_difference_pct,>=,-16.305870122453705,342,194,148,56.72514619883041,81.5126050420168,78.3068783068783
volume_to_volume_ema_21_daily_difference_pct >= -47.8548008445169,volume_to_volume_ema_21_daily_difference_pct,>=,-47.8548008445169,342,194,148,56.72514619883041,81.5126050420168,78.3068783068783
volume_to_volume_ema_55_daily_difference_pct >= -47.10482424904104,volume_to_volume_ema_55_daily_difference_pct,>=,-47.10482424904104,342,194,148,56.72514619883041,81.5126050420168,78.3068783068783
close_ema_3_daily_volatility_5_daily >= 1.646557467545059,close_ema_3_daily_volatility_5_daily,>=,1.646557467545059,342,194,148,56.72514619883041,81.5126050420168,78.3068783068783
close_ema_55_daily_slope_pct >= -0.6002958025385713,close_ema_55_daily_slope_pct,>=,-0.6002958025385713,342,194,148,56.72514619883041,81.5126050420168,78.3068783068783
close_ema_144_daily_range_5_pct >= 0.47997715284980125,close_ema_144_daily_range_5_pct,>=,0.47997715284980125,342,194,148,56.72514619883041,81.5126050420168,78.3068783068783
close_to_close_ema_21_daily_difference_pct <= -5.85092501529306,close_to_close_ema_21_daily_difference_pct,<=,-5.85092501529306,171,97,74,56.72514619883041,40.7563025210084,39.15343915343915
volume_to_volume_ema_8_daily_difference_pct <= -22.446229151599194,volume_to_volume_ema_8_daily_difference_pct,<=,-22.446229151599194,171,97,74,56.72514619883041,40.7563025210084,39.15343915343915
close_ema_21_daily_slope_pct <= -0.581689082326393,close_ema_21_daily_slope_pct,<=,-0.581689082326393,171,97,74,56.72514619883041,40.7563025210084,39.15343915343915
close_ema_21_daily_range_5_pct <= 2.4777453646626486,close_ema_21_daily_range_5_pct,<=,2.4777453646626486,171,97,74,56.72514619883041,40.7563025210084,39.15343915343915
close_to_close_ema_55_daily_difference_pct >= -10.553455369090404,close_to_close_ema_55_daily_difference_pct,>=,-10.553455369090404,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_to_close_ema_144_daily_difference_pct >= -16.086914969938505,close_to_close_ema_144_daily_difference_pct,>=,-16.086914969938505,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
volume_to_volume_ema_8_daily_difference_pct >= -31.176451999538962,volume_to_volume_ema_8_daily_difference_pct,>=,-31.176451999538962,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_3_daily_volatility_5_daily >= 1.8049800685930628,close_ema_3_daily_volatility_5_daily,>=,1.8049800685930628,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_13_daily_range_5_pct >= 2.8995826244814706,close_ema_13_daily_range_5_pct,>=,2.8995826244814706,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_21_daily_range_5_pct >= 1.8919849515637717,close_ema_21_daily_range_5_pct,>=,1.8919849515637717,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_55_daily_slope_pct >= -0.3893468822090862,close_ema_55_daily_slope_pct,>=,-0.3893468822090862,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_144_daily_slope_pct >= -0.2244867409622573,close_ema_144_daily_slope_pct,>=,-0.2244867409622573,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_144_daily_volatility_5_daily >= 0.1550596920011491,close_ema_144_daily_volatility_5_daily,>=,0.1550596920011491,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
close_ema_144_daily_range_5_pct >= 0.636979744050265,close_ema_144_daily_range_5_pct,>=,0.636979744050265,300,170,130,56.666666666666664,71.42857142857143,68.78306878306879
volume_to_volume_ema_55_daily_difference_pct <= 9.41977450300579,volume_to_volume_ema_55_daily_difference_pct,<=,9.41977450300579,256,145,111,56.640625,60.924369747899156,58.730158730158735
close_ema_13_daily_range_5_pct >= 1.567660165460268,close_ema_13_daily_range_5_pct,>=,1.567660165460268,385,218,167,56.62337662337662,91.59663865546219,88.35978835978835
close_to_close_ema_21_daily_difference_pct <= 9.829880860661195,close_to_close_ema_21_daily_difference_pct,<=,9.829880860661195,341,193,148,56.598240469208214,81.09243697478992,78.3068783068783
close_to_close_ema_55_daily_difference_pct <= 12.937360423049324,close_to_close_ema_55_daily_difference_pct,<=,12.937360423049324,341,193,148,56.598240469208214,81.09243697478992,78.3068783068783
volume_to_volume_ema_3_daily_difference_pct <= 18.19739784872934,volume_to_volume_ema_3_daily_difference_pct,<=,18.19739784872934,341,193,148,56.598240469208214,81.09243697478992,78.3068783068783
close_ema_21_daily_slope_pct <= 0.9927466675327852,close_ema_21_daily_slope_pct,<=,0.9927466675327852,341,193,148,56.598240469208214,81.09243697478992,78.3068783068783
close_ema_55_daily_slope_pct <= 0.4814685088653525,close_ema_55_daily_slope_pct,<=,0.4814685088653525,341,193,148,56.598240469208214,81.09243697478992,78.3068783068783
close_ema_21_daily_volatility_5_daily >= 1.0468147794343228,close_ema_21_daily_volatility_5_daily,>=,1.0468147794343228,129,73,56,56.58914728682171,30.672268907563026,29.629629629629626
close_ema_144_daily_volatility_5_daily >= 0.3995723929172462,close_ema_144_daily_volatility_5_daily,>=,0.3995723929172462,129,73,56,56.58914728682171,30.672268907563026,29.629629629629626
volume_to_volume_ema_21_daily_difference_pct <= -13.246375095735461,volume_to_volume_ema_21_daily_difference_pct,<=,-13.246375095735461,214,121,93,56.54205607476636,50.84033613445378,49.2063492063492
close_ema_21_daily_volatility_5_daily <= 0.7405606740871662,close_ema_21_daily_volatility_5_daily,<=,0.7405606740871662,214,121,93,56.54205607476636,50.84033613445378,49.2063492063492
close_ema_21_daily_range_5_pct <= 3.0598416907997583,close_ema_21_daily_range_5_pct,<=,3.0598416907997583,214,121,93,56.54205607476636,50.84033613445378,49.2063492063492
close_to_close_ema_55_daily_difference_pct <= 6.855736191950296,close_to_close_ema_55_daily_difference_pct,<=,6.855736191950296,299,169,130,56.52173913043478,71.00840336134453,68.78306878306879
volume_to_volume_ema_8_daily_difference_pct <= 14.300116314123915,volume_to_volume_ema_8_daily_difference_pct,<=,14.300116314123915,299,169,130,56.52173913043478,71.00840336134453,68.78306878306879
volume_to_volume_ema_55_daily_difference_pct <= 29.735072246567107,volume_to_volume_ema_55_daily_difference_pct,<=,29.735072246567107,299,169,130,56.52173913043478,71.00840336134453,68.78306878306879
close_ema_55_daily_slope_pct <= 0.2545625306479667,close_ema_55_daily_slope_pct,<=,0.2545625306479667,299,169,130,56.52173913043478,71.00840336134453,68.78306878306879
volume_to_volume_ema_5_daily_difference_pct >= -39.08655790351788,volume_to_volume_ema_5_daily_difference_pct,>=,-39.08655790351788,342,193,149,56.4327485380117,81.09243697478992,78.83597883597884
volume_to_volume_ema_8_daily_difference_pct >= -43.23065402389095,volume_to_volume_ema_8_daily_difference_pct,>=,-43.23065402389095,342,193,149,56.4327485380117,81.09243697478992,78.83597883597884
close_ema_21_daily_volatility_5_daily >= 0.41061763332931617,close_ema_21_daily_volatility_5_daily,>=,0.41061763332931617,342,193,149,56.4327485380117,81.09243697478992,78.83597883597884
close_ema_144_daily_volatility_5_daily >= 0.11587198180830567,close_ema_144_daily_volatility_5_daily,>=,0.11587198180830567,342,193,149,56.4327485380117,81.09243697478992,78.83597883597884
close_ema_221_daily_volatility_5_daily >= 0.10101413502612622,close_ema_221_daily_volatility_5_daily,>=,0.10101413502612622,342,193,149,56.4327485380117,81.09243697478992,78.83597883597884
volume_to_volume_ema_55_daily_difference_pct >= -21.92602043529251,volume_to_volume_ema_55_daily_difference_pct,>=,-21.92602043529251,257,145,112,56.42023346303502,60.924369747899156,59.25925925925925
close_ema_144_daily_range_5_pct >= 0.8422635038290629,close_ema_144_daily_range_5_pct,>=,0.8422635038290629,257,145,112,56.42023346303502,60.924369747899156,59.25925925925925
close_ema_13_daily_range_5_pct >= 4.915963004984758,close_ema_13_daily_range_5_pct,>=,4.915963004984758,172,97,75,56.395348837209305,40.7563025210084,39.682539682539684
close_ema_144_daily_volatility_5_daily >= 0.3306000644184194,close_ema_144_daily_volatility_5_daily,>=,0.3306000644184194,172,97,75,56.395348837209305,40.7563025210084,39.682539682539684
close_ema_144_daily_range_5_pct >= 1.329836938083141,close_ema_144_daily_range_5_pct,>=,1.329836938083141,172,97,75,56.395348837209305,40.7563025210084,39.682539682539684
close_to_close_ema_221_daily_difference_pct >= -38.257440459015626,close_to_close_ema_221_daily_difference_pct,>=,-38.257440459015626,385,217,168,56.36363636363636,91.17647058823529,88.88888888888889
volume_to_volume_ema_21_daily_difference_pct >= -64.5426641710278,volume_to_volume_ema_21_daily_difference_pct,>=,-64.5426641710278,385,217,168,56.36363636363636,91.17647058823529,88.88888888888889
volume_to_volume_ema_55_daily_difference_pct >= -66.08125011408653,volume_to_volume_ema_55_daily_difference_pct,>=,-66.08125011408653,385,217,168,56.36363636363636,91.17647058823529,88.88888888888889
close_ema_221_daily_slope_pct >= -0.3465894926384677,close_ema_221_daily_slope_pct,>=,-0.3465894926384677,385,217,168,56.36363636363636,91.17647058823529,88.88888888888889
close_to_close_ema_221_daily_difference_pct >= 30.411615979451163,close_to_close_ema_221_daily_difference_pct,>=,30.411615979451163,87,49,38,56.32183908045977,20.588235294117645,20.105820105820104
volume_to_volume_ema_8_daily_difference_pct >= 32.42084837969619,volume_to_volume_ema_8_daily_difference_pct,>=,32.42084837969619,87,49,38,56.32183908045977,20.588235294117645,20.105820105820104
close_ema_221_daily_slope_pct >= 0.2772357076200944,close_ema_221_daily_slope_pct,>=,0.2772357076200944,87,49,38,56.32183908045977,20.588235294117645,20.105820105820104
close_ema_221_daily_volatility_5_daily >= 0.36946572121865767,close_ema_221_daily_volatility_5_daily,>=,0.36946572121865767,87,49,38,56.32183908045977,20.588235294117645,20.105820105820104
close_to_close_ema_144_daily_difference_pct <= 22.41090371225823,close_to_close_ema_144_daily_difference_pct,<=,22.41090371225823,341,192,149,56.30498533724341,80.67226890756302,78.83597883597884
volume_to_volume_ema_5_daily_difference_pct <= 25.35505753675556,volume_to_volume_ema_5_daily_difference_pct,<=,25.35505753675556,341,192,149,56.30498533724341,80.67226890756302,78.83597883597884
volume_to_volume_ema_21_daily_difference_pct <= 48.446865813348836,volume_to_volume_ema_21_daily_difference_pct,<=,48.446865813348836,341,192,149,56.30498533724341,80.67226890756302,78.83597883597884
volume_to_volume_ema_144_daily_difference_pct <= 85.91949960471445,volume_to_volume_ema_144_daily_difference_pct,<=,85.91949960471445,341,192,149,56.30498533724341,80.67226890756302,78.83597883597884
close_ema_144_daily_slope_pct <= 0.3144247431986655,close_ema_144_daily_slope_pct,<=,0.3144247431986655,341,192,149,56.30498533724341,80.67226890756302,78.83597883597884
close_to_close_ema_8_daily_difference_pct <= 8.10160628024314,close_to_close_ema_8_daily_difference_pct,<=,8.10160628024314,384,216,168,56.25,90.75630252100841,88.88888888888889
close_ema_8_daily_slope_pct <= 2.369594718506849,close_ema_8_daily_slope_pct,<=,2.369594718506849,384,216,168,56.25,90.75630252100841,88.88888888888889
close_to_close_ema_221_daily_difference_pct <= 9.665461432448938,close_to_close_ema_221_daily_difference_pct,<=,9.665461432448938,256,144,112,56.25,60.50420168067227,59.25925925925925
close_ema_21_daily_range_5_pct <= 3.629384517420722,close_ema_21_daily_range_5_pct,<=,3.629384517420722,256,144,112,56.25,60.50420168067227,59.25925925925925
close_ema_221_daily_slope_pct <= 0.08794510666196077,close_ema_221_daily_slope_pct,<=,0.08794510666196077,256,144,112,56.25,60.50420168067227,59.25925925925925
close_to_close_ema_13_daily_difference_pct <= -6.9274303848169,close_to_close_ema_13_daily_difference_pct,<=,-6.9274303848169,128,72,56,56.25,30.252100840336134,29.629629629629626
close_ema_13_daily_slope_pct <= -1.1413935238393453,close_ema_13_daily_slope_pct,<=,-1.1413935238393453,128,72,56,56.25,30.252100840336134,29.629629629629626
close_ema_13_daily_volatility_5_daily <= 0.7829017096742026,close_ema_13_daily_volatility_5_daily,<=,0.7829017096742026,128,72,56,56.25,30.252100840336134,29.629629629629626
close_ema_21_daily_volatility_5_daily <= 0.5148145587814558,close_ema_21_daily_volatility_5_daily,<=,0.5148145587814558,128,72,56,56.25,30.252100840336134,29.629629629629626
close_ema_55_daily_volatility_5_daily <= 0.24214776346561231,close_ema_55_daily_volatility_5_daily,<=,0.24214776346561231,128,72,56,56.25,30.252100840336134,29.629629629629626
close_ema_21_daily_range_5_pct <= 4.3903877319607165,close_ema_21_daily_range_5_pct,<=,4.3903877319607165,299,168,131,56.187290969899664,70.58823529411765,69.31216931216932
close_to_close_ema_21_daily_difference_pct >= -11.159892998794113,close_to_close_ema_21_daily_difference_pct,>=,-11.159892998794113,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_to_close_ema_221_daily_difference_pct >= -28.580311467328972,close_to_close_ema_221_daily_difference_pct,>=,-28.580311467328972,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_ema_3_daily_range_5_pct >= 6.389494605998354,close_ema_3_daily_range_5_pct,>=,6.389494605998354,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_ema_13_daily_range_5_pct >= 2.3817906741838275,close_ema_13_daily_range_5_pct,>=,2.3817906741838275,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_ema_21_daily_slope_pct >= -1.1036724336145438,close_ema_21_daily_slope_pct,>=,-1.1036724336145438,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_ema_55_daily_range_5_pct >= 0.6584307388118309,close_ema_55_daily_range_5_pct,>=,0.6584307388118309,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_ema_221_daily_slope_pct >= -0.2591476931768978,close_ema_221_daily_slope_pct,>=,-0.2591476931768978,342,192,150,56.14035087719298,80.67226890756302,79.36507936507937
close_to_close_ema_144_daily_difference_pct <= -10.696209802703043,close_to_close_ema_144_daily_difference_pct,<=,-10.696209802703043,171,96,75,56.14035087719298,40.33613445378151,39.682539682539684
close_to_close_ema_221_daily_difference_pct <= -11.72562640081017,close_to_close_ema_221_daily_difference_pct,<=,-11.72562640081017,171,96,75,56.14035087719298,40.33613445378151,39.682539682539684
close_ema_55_daily_range_5_pct <= 1.2221586773448625,close_ema_55_daily_range_5_pct,<=,1.2221586773448625,171,96,75,56.14035087719298,40.33613445378151,39.682539682539684
close_ema_144_daily_slope_pct <= -0.14937388054615627,close_ema_144_daily_slope_pct,<=,-0.14937388054615627,171,96,75,56.14035087719298,40.33613445378151,39.682539682539684
close_ema_144_daily_volatility_5_daily <= 0.20766109059510743,close_ema_144_daily_volatility_5_daily,<=,0.20766109059510743,171,96,75,56.14035087719298,40.33613445378151,39.682539682539684
close_ema_221_daily_slope_pct <= -0.10648309627964324,close_ema_221_daily_slope_pct,<=,-0.10648309627964324,171,96,75,56.14035087719298,40.33613445378151,39.682539682539684
close_to_close_ema_13_daily_difference_pct >= -11.815331287898111,close_to_close_ema_13_daily_difference_pct,>=,-11.815331287898111,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
close_to_close_ema_144_daily_difference_pct >= -34.3276948592883,close_to_close_ema_144_daily_difference_pct,>=,-34.3276948592883,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
volume_to_volume_ema_8_daily_difference_pct >= -59.98404057279322,volume_to_volume_ema_8_daily_difference_pct,>=,-59.98404057279322,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
close_ema_3_daily_volatility_5_daily >= 1.4412817776401758,close_ema_3_daily_volatility_5_daily,>=,1.4412817776401758,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
close_ema_13_daily_slope_pct >= -1.9311924176575221,close_ema_13_daily_slope_pct,>=,-1.9311924176575221,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
close_ema_144_daily_slope_pct >= -0.47781360090034364,close_ema_144_daily_slope_pct,>=,-0.47781360090034364,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
close_ema_144_daily_volatility_5_daily >= 0.0757192708638859,close_ema_144_daily_volatility_5_daily,>=,0.0757192708638859,385,216,169,56.1038961038961,90.75630252100841,89.41798941798942
close_to_close_ema_55_daily_difference_pct <= -2.500938360464499,close_to_close_ema_55_daily_difference_pct,<=,-2.500938360464499,214,120,94,56.074766355140184,50.42016806722689,49.735449735449734
close_ema_55_daily_slope_pct <= -0.09254162782943832,close_ema_55_daily_slope_pct,<=,-0.09254162782943832,214,120,94,56.074766355140184,50.42016806722689,49.735449735449734
close_ema_144_daily_volatility_5_daily <= 0.25968546548595767,close_ema_144_daily_volatility_5_daily,<=,0.25968546548595767,214,120,94,56.074766355140184,50.42016806722689,49.735449735449734
close_ema_221_daily_volatility_5_daily <= 0.22394424141689778,close_ema_221_daily_volatility_5_daily,<=,0.22394424141689778,214,120,94,56.074766355140184,50.42016806722689,49.735449735449734
close_ema_221_daily_range_5_pct >= 0.8997476968303111,close_ema_221_daily_range_5_pct,>=,0.8997476968303111,214,120,94,56.074766355140184,50.42016806722689,49.735449735449734
close_ema_13_daily_volatility_5_daily >= 0.8815312823046918,close_ema_13_daily_volatility_5_daily,>=,0.8815312823046918,257,144,113,56.03112840466926,60.50420168067227,59.78835978835979
close_ema_55_daily_volatility_5_daily >= 0.31092610895773254,close_ema_55_daily_volatility_5_daily,>=,0.31092610895773254,257,144,113,56.03112840466926,60.50420168067227,59.78835978835979
volume_to_volume_ema_55_daily_difference_pct <= 59.98112436416982,volume_to_volume_ema_55_daily_difference_pct,<=,59.98112436416982,341,191,150,56.01173020527859,80.25210084033614,79.36507936507937
close_ema_13_daily_volatility_5_daily <= 1.6752706913645354,close_ema_13_daily_volatility_5_daily,<=,1.6752706913645354,341,191,150,56.01173020527859,80.25210084033614,79.36507936507937
close_ema_13_daily_range_5_pct <= 6.931390548998747,close_ema_13_daily_range_5_pct,<=,6.931390548998747,341,191,150,56.01173020527859,80.25210084033614,79.36507936507937
close_ema_144_daily_volatility_5_daily <= 0.4744225348150811,close_ema_144_daily_volatility_5_daily,<=,0.4744225348150811,341,191,150,56.01173020527859,80.25210084033614,79.36507936507937
close_ema_144_daily_range_5_pct <= 1.9303447289275313,close_ema_144_daily_range_5_pct,<=,1.9303447289275313,341,191,150,56.01173020527859,80.25210084033614,79.36507936507937
close_to_close_ema_21_daily_difference_pct >= -8.259378407006071,close_to_close_ema_21_daily_difference_pct,>=,-8.259378407006071,300,168,132,56.00000000000001,70.58823529411765,69.84126984126983
close_to_close_ema_221_daily_difference_pct >= -19.909623207108947,close_to_close_ema_221_daily_difference_pct,>=,-19.909623207108947,300,168,132,56.00000000000001,70.58823529411765,69.84126984126983
volume_to_volume_ema_5_daily_difference_pct >= -26.472316191351304,volume_to_volume_ema_5_daily_difference_pct,>=,-26.472316191351304,300,168,132,56.00000000000001,70.58823529411765,69.84126984126983
close_ema_21_daily_slope_pct >= -0.8191719892608773,close_ema_21_daily_slope_pct,>=,-0.8191719892608773,300,168,132,56.00000000000001,70.58823529411765,69.84126984126983
close_ema_221_daily_slope_pct >= -0.18066956887905392,close_ema_221_daily_slope_pct,>=,-0.18066956887905392,300,168,132,56.00000000000001,70.58823529411765,69.84126984126983
close_ema_221_daily_range_5_pct >= 0.5525058398301452,close_ema_221_daily_range_5_pct,>=,0.5525058398301452,300,168,132,56.00000000000001,70.58823529411765,69.84126984126983
close_to_close_ema_55_daily_difference_pct <= 23.04250155331074,close_to_close_ema_55_daily_difference_pct,<=,23.04250155331074,384,215,169,55.989583333333336,90.33613445378151,89.41798941798942
volume_to_volume_ema_3_daily_difference_pct <= 34.04660855226177,volume_to_volume_ema_3_daily_difference_pct,<=,34.04660855226177,384,215,169,55.989583333333336,90.33613445378151,89.41798941798942
volume_to_volume_ema_55_daily_difference_pct <= 124.19622984120247,volume_to_volume_ema_55_daily_difference_pct,<=,124.19622984120247,384,215,169,55.989583333333336,90.33613445378151,89.41798941798942
high_low_ratio_daily <= 1.0943396192464425,high_low_ratio_daily,<=,1.0943396192464425,384,215,169,55.989583333333336,90.33613445378151,89.41798941798942
close_ema_55_daily_slope_pct <= 0.8607720356666592,close_ema_55_daily_slope_pct,<=,0.8607720356666592,384,215,169,55.989583333333336,90.33613445378151,89.41798941798942
close_to_close_ema_55_daily_difference_pct <= 1.7194748777175601,close_to_close_ema_55_daily_difference_pct,<=,1.7194748777175601,256,143,113,55.859375,60.08403361344538,59.78835978835979
close_ema_3_daily_volatility_5_daily <= 2.4905720037636483,close_ema_3_daily_volatility_5_daily,<=,2.4905720037636483,256,143,113,55.859375,60.08403361344538,59.78835978835979
close_ema_55_daily_slope_pct <= 0.06372483741806355,close_ema_55_daily_slope_pct,<=,0.06372483741806355,256,143,113,55.859375,60.08403361344538,59.78835978835979
close_ema_55_daily_volatility_5_daily <= 0.4986677872466565,close_ema_55_daily_volatility_5_daily,<=,0.4986677872466565,256,143,113,55.859375,60.08403361344538,59.78835978835979
close_ema_144_daily_range_5_pct <= 1.5995148783622113,close_ema_144_daily_range_5_pct,<=,1.5995148783622113,299,167,132,55.852842809364546,70.16806722689076,69.84126984126983
close_ema_21_daily_range_5_pct >= 1.39966769335312,close_ema_21_daily_range_5_pct,>=,1.39966769335312,342,191,151,55.84795321637427,80.25210084033614,79.8941798941799
volume_to_volume_ema_3_daily_difference_pct >= -47.10305817662055,volume_to_volume_ema_3_daily_difference_pct,>=,-47.10305817662055,385,215,170,55.84415584415584,90.33613445378151,89.94708994708994
close_ema_55_daily_range_5_pct >= 0.39577158063669243,close_ema_55_daily_range_5_pct,>=,0.39577158063669243,385,215,170,55.84415584415584,90.33613445378151,89.94708994708994
close_to_close_ema_55_daily_difference_pct >= 1.7194748777175601,close_to_close_ema_55_daily_difference_pct,>=,1.7194748777175601,172,96,76,55.81395348837209,40.33613445378151,40.21164021164021
close_to_close_ema_144_daily_difference_pct >= 4.609436958890224,close_to_close_ema_144_daily_difference_pct,>=,4.609436958890224,172,96,76,55.81395348837209,40.33613445378151,40.21164021164021
